|V|	|E|	time	approx
20	139	0.103	8060
20	153	0.066	10546
20	158	0.08	7907
20	150	0.086	6573
20	153	0.069	9001
20	159	0.081	8648
20	154	0.061	9654
20	154	0.082	8788
20	148	0.058	9620
20	143	0.098	6746
20	143	0.056	9328
20	164	0.061	9182
20	158	0.099	12101
20	154	0.058	9598
20	146	0.056	9497
20	157	0.08	10769
20	151	0.058	8453
20	151	0.057	7147
20	149	0.062	7977
20	145	0.057	8292
20	151	0.061	8333
20	144	0.117	10214
20	156	0.062	8036
20	143	0.064	11213
20	151	0.063	8409
20	141	0.083	9171
20	153	0.064	9567
20	144	0.066	11703
20	159	0.093	9808
20	147	0.061	7371
20	159	0.099	8427
20	153	0.061	9035
20	144	0.085	11837
20	154	0.075	8349
20	140	0.103	8152
20	159	0.063	9992
20	153	0.062	10159
20	149	0.07	7096
20	154	0.06	10208
20	143	0.082	9814
20	154	0.101	9981
20	157	0.059	8267
20	156	0.082	9898
20	153	0.059	9751
20	159	0.089	10922
20	155	0.061	10720
20	147	0.057	10686
20	157	0.059	8605
20	160	0.06	9809
20	152	0.097	9427
20	153	0.098	10226
20	155	0.059	7803
20	145	0.08	9802
20	155	0.063	10912
20	158	0.064	9620
20	149	0.104	9384
20	144	0.059	7976
20	156	0.107	9616
20	143	0.056	9354
20	158	0.061	10668
20	147	0.112	9825
20	150	0.06	8759
20	145	0.058	10560
20	160	0.077	10862
20	154	0.08	7815
20	158	0.078	10258
20	148	0.074	10289
20	148	0.084	6620
20	152	0.063	10073
20	161	0.061	8453
20	149	0.057	9180
20	164	0.062	7252
20	154	0.058	8677
20	159	0.06	9411
20	146	0.079	9006
20	151	0.104	8782
20	148	0.06	10611
20	152	0.078	10401
20	150	0.103	8578
20	147	0.056	10466
20	152	0.059	9940
20	150	0.059	10035
20	150	0.068	9375
20	154	0.067	8867
20	151	0.061	7092
20	151	0.06	9141
20	145	0.057	7396
20	150	0.06	9771
20	153	0.083	10338
20	154	0.059	7617
20	157	0.059	7744
20	150	0.057	9794
20	150	0.101	10225
20	148	0.057	10129
20	160	0.062	9488
20	150	0.057	6878
20	154	0.058	11716
20	161	0.061	8922
20	157	0.06	10213
20	160	0.082	9424
20	160	0.098	8599
20	146	0.076	8458
20	144	0.057	7705
20	155	0.085	8842
20	155	0.062	8672
20	148	0.061	10546
20	154	0.058	8025
20	148	0.098	6039
20	147	0.056	10077
20	164	0.106	9461
20	156	0.059	9116
20	151	0.056	8329
20	153	0.06	9908
20	154	0.059	8560
20	159	0.065	6961
20	136	0.057	6225
20	149	0.058	7900
20	144	0.056	6905
20	152	0.101	9231
20	157	0.058	9741
20	153	0.079	9400
20	151	0.061	10348
20	155	0.06	8780
20	156	0.061	9534
20	153	0.084	9419
20	157	0.06	8608
20	154	0.08	7318
20	157	0.08	10133
20	150	0.059	10980
20	153	0.06	10106
20	151	0.063	8805
20	143	0.057	9004
20	156	0.06	9914
20	157	0.08	9999
20	147	0.06	10796
20	156	0.059	10295
20	154	0.06	10021
20	149	0.087	11400
20	142	0.082	8394
20	160	0.078	10824
20	153	0.06	10954
20	151	0.06	8426
20	157	0.059	9400
20	145	0.08	11039
20	150	0.058	8005
20	155	0.09	9367
20	148	0.087	9132
20	159	0.091	11117
20	146	0.088	7958
20	147	0.127	9225
20	157	0.092	9040
20	150	0.113	8645
20	159	0.092	10188
20	151	0.087	8656
20	141	0.09	8519
20	159	0.131	8034
20	153	0.089	7324
20	152	0.126	9350
20	159	0.093	9173
20	149	0.087	7221
20	155	0.091	10303
20	149	0.086	8802
20	146	0.083	7914
20	157	0.064	7535
20	146	0.059	9956
20	154	0.059	8534
20	150	0.06	10931
20	162	0.061	9328
20	147	0.091	9576
20	150	0.06	8413
20	146	0.058	8434
20	153	0.059	9999
20	148	0.082	7658
20	150	0.057	9114
20	149	0.086	9115
20	152	0.081	10662
20	144	0.061	8591
20	140	0.076	10226
20	153	0.081	8213
20	145	0.075	10012
20	149	0.058	9961
20	155	0.105	8425
20	153	0.063	10127
20	149	0.058	10398
20	161	0.073	9929
20	157	0.061	9630
20	155	0.06	7271
20	159	0.061	10525
20	146	0.061	8609
20	155	0.08	8960
20	145	0.105	7894
20	146	0.101	6697
20	160	0.061	8494
20	156	0.059	10108
20	154	0.066	7116
20	154	0.072	6450
20	150	0.082	8311
20	149	0.063	8801
20	148	0.056	9199
20	157	0.059	9633
20	149	0.056	11804
20	149	0.058	9149
20	148	0.061	9506
20	145	0.056	11191
20	151	0.057	13205
20	148	0.062	9532
20	155	0.06	11576
20	149	0.057	10462
20	149	0.061	8824
20	156	0.074	7038
20	146	0.057	8923
20	153	0.062	11709
20	148	0.065	8133
20	158	0.064	11232
20	153	0.066	9669
20	153	0.061	10121
20	143	0.061	6876
20	156	0.072	9288
20	153	0.062	11263
20	152	0.06	7019
20	158	0.059	12736
20	146	0.057	9461
20	159	0.06	9608
20	158	0.06	8394
20	159	0.061	10289
20	149	0.06	9160
20	153	0.06	10512
20	156	0.059	8700
20	165	0.077	7565
20	158	0.065	5884
20	150	0.058	8811
20	147	0.059	8711
20	157	0.059	9471
20	159	0.058	8383
20	156	0.058	8715
20	158	0.06	9648
20	143	0.055	8492
20	154	0.062	7953
20	160	0.061	9632
20	149	0.057	11241
20	156	0.059	9173
20	150	0.057	9816
20	147	0.057	8237
20	149	0.057	10899
20	150	0.057	9843
20	159	0.06	6657
20	160	0.085	11080
20	156	0.071	9809
20	149	0.06	7326
20	157	0.06	7484
20	145	0.056	8704
20	148	0.057	8185
20	143	0.057	7263
20	148	0.059	9257
20	151	0.057	10260
20	146	0.056	11575
20	160	0.061	11410
20	143	0.055	7524
20	147	0.057	10609
20	157	0.063	8874
20	157	0.059	8987
20	155	0.059	8186
20	163	0.062	9614
20	146	0.057	12304
20	147	0.058	9331
20	146	0.057	10992
20	158	0.059	9827
20	150	0.058	10430
20	145	0.055	10058
20	146	0.057	8763
20	153	0.058	11167
20	152	0.059	9126
20	155	0.06	7012
20	154	0.058	9190
20	151	0.057	8836
20	152	0.058	10617
20	152	0.057	9271
20	150	0.057	8568
20	146	0.057	9845
20	155	0.059	8999
20	156	0.059	11221
20	155	0.059	9530
20	150	0.059	9368
20	149	0.058	7957
20	160	0.062	9262
20	143	0.056	8031
20	148	0.057	7835
20	157	0.06	7456
20	143	0.057	7591
20	141	0.055	9035
20	150	0.057	8551
20	164	0.061	7548
20	156	0.059	8548
20	151	0.059	9538
20	148	0.058	8554
20	144	0.054	7478
20	151	0.057	10500
20	157	0.062	10905
20	140	0.055	8964
20	149	0.056	9616
20	159	0.06	6961
20	146	0.056	8699
20	151	0.059	7760
20	149	0.081	9724
20	147	0.059	8025
20	157	0.06	12434
20	146	0.057	9222
20	154	0.057	8943
20	148	0.058	9297
20	166	0.061	9744
20	149	0.057	9058
20	142	0.056	11667
20	149	0.058	8734
20	154	0.058	8241
20	157	0.059	10160
20	144	0.056	8850
20	149	0.066	6481
20	155	0.058	11671
20	162	0.061	8379
20	147	0.057	8296
20	155	0.06	8069
20	165	0.061	12445
20	149	0.058	6967
20	157	0.06	7758
20	154	0.059	9009
20	151	0.058	10522
20	142	0.058	7864
20	151	0.059	11629
20	155	0.062	8085
20	149	0.06	10783
20	154	0.06	8805
20	153	0.059	10165
20	159	0.06	10660
20	145	0.055	10403
20	149	0.057	10673
20	144	0.055	9080
20	152	0.057	8396
20	154	0.058	7635
20	146	0.056	8738
20	152	0.058	11078
20	165	0.061	7007
20	149	0.058	8623
20	155	0.059	9806
20	154	0.059	9935
20	156	0.059	8722
20	152	0.057	9420
20	156	0.06	6822
20	149	0.058	10179
20	140	0.057	8289
20	136	0.054	9590
20	143	0.055	10012
20	159	0.061	10514
20	156	0.058	10470
20	143	0.055	11826
20	149	0.056	8343
20	153	0.058	10044
20	158	0.058	11646
20	144	0.057	9292
20	162	0.061	10496
20	161	0.06	9364
20	157	0.085	8824
20	161	0.084	6641
20	153	0.063	9701
20	148	0.056	11781
20	153	0.059	8421
20	145	0.056	8078
20	156	0.059	9529
20	147	0.061	9966
20	152	0.058	10439
20	154	0.058	8755
20	155	0.058	8137
20	156	0.059	9118
20	142	0.055	10677
20	150	0.06	8467
20	154	0.057	10405
20	149	0.061	7339
20	152	0.058	8556
20	155	0.058	9174
20	155	0.058	9807
20	148	0.057	8228
20	146	0.055	9189
20	160	0.058	9102
20	151	0.058	7512
20	151	0.058	11125
20	147	0.069	5968
20	144	0.055	9847
20	154	0.058	7751
20	151	0.056	11269
20	145	0.056	8866
20	152	0.058	8606
20	156	0.06	10048
20	150	0.057	10245
20	152	0.058	8876
20	155	0.063	8135
20	150	0.057	9780
20	153	0.058	8327
20	147	0.058	9156
20	155	0.059	8988
20	151	0.057	11295
20	136	0.054	9432
20	155	0.059	9597
20	153	0.058	8844
20	158	0.059	9330
20	148	0.056	10730
20	144	0.055	10178
20	152	0.057	8472
20	158	0.059	8752
20	153	0.057	7883
20	158	0.06	9868
20	154	0.06	8436
20	150	0.057	12590
20	158	0.06	8831
20	144	0.057	9299
20	158	0.061	10449
20	144	0.058	7497
20	150	0.057	8523
20	149	0.059	10217
20	146	0.08	7094
20	154	0.087	6508
20	153	0.06	11241
20	155	0.059	9113
20	144	0.056	10270
20	155	0.057	10678
20	154	0.059	8034
20	157	0.061	8589
20	146	0.057	7698
20	152	0.056	7059
20	137	0.055	9917
20	153	0.059	10146
20	149	0.057	9432
20	156	0.061	8964
20	162	0.061	9590
20	159	0.06	11011
20	156	0.062	7701
20	155	0.06	8709
20	164	0.06	12777
20	151	0.057	12189
20	151	0.056	7049
20	154	0.058	8712
20	153	0.057	11239
20	157	0.06	7881
20	143	0.056	9095
20	155	0.058	9120
20	156	0.059	8353
20	148	0.056	11862
20	150	0.059	8431
20	153	0.058	11243
20	149	0.057	9306
20	149	0.056	11874
20	153	0.058	8700
20	147	0.056	8582
20	151	0.057	9450
20	163	0.061	10005
20	151	0.058	9209
20	156	0.058	5638
20	155	0.058	9500
20	155	0.057	11139
20	143	0.056	8316
20	157	0.06	9057
20	159	0.059	7581
20	160	0.06	10017
20	160	0.06	10490
20	148	0.056	7092
20	156	0.057	8186
20	160	0.06	10742
20	145	0.057	9572
20	151	0.058	10289
20	146	0.056	8969
20	149	0.056	8804
20	156	0.059	8393
20	161	0.063	7482
20	149	0.057	8205
20	146	0.056	7645
20	145	0.056	9685
20	145	0.079	11312
20	159	0.095	8721
20	150	0.059	9812
20	156	0.058	10852
20	156	0.059	9461
20	152	0.058	7280
20	158	0.06	8911
20	162	0.06	8277
20	150	0.057	9665
20	156	0.058	7509
20	154	0.059	9279
20	149	0.057	7240
20	156	0.063	8907
20	155	0.059	6851
20	141	0.055	8202
20	148	0.056	9727
20	164	0.061	11871
20	142	0.056	9497
20	148	0.058	8486
20	165	0.062	11194
20	148	0.058	8149
20	148	0.057	8820
20	150	0.057	8799
20	144	0.056	9662
20	143	0.055	7951
20	146	0.056	9526
20	157	0.06	8860
20	147	0.056	9437
20	165	0.061	10100
20	164	0.062	10386
20	156	0.061	8152
20	155	0.059	11253
20	149	0.057	8705
20	156	0.06	9338
20	155	0.059	8362
20	147	0.056	7975
20	146	0.057	9598
20	157	0.058	9457
20	156	0.061	7840
20	154	0.059	9756
20	155	0.058	10447
20	161	0.06	10020
20	138	0.054	8780
20	149	0.057	8939
20	148	0.058	7916
20	157	0.059	8446
20	149	0.056	8429
20	154	0.058	9977
20	146	0.057	8124
20	144	0.057	10407
20	157	0.058	11107
20	152	0.057	8400
20	147	0.056	8432
20	150	0.058	10069
20	155	0.059	7352
20	155	0.06	8922
20	150	0.083	10111
20	145	0.06	6163
20	161	0.063	9147
20	151	0.06	8665
20	143	0.057	6587
20	163	0.061	10071
20	148	0.057	11703
20	149	0.057	8773
20	147	0.058	8288
20	158	0.062	6914
20	162	0.062	11199
20	164	0.062	7334
20	157	0.058	9243
20	156	0.058	10075
20	152	0.062	8907
20	145	0.056	6847
20	142	0.057	8733
20	161	0.061	6775
20	147	0.056	9428
20	145	0.056	9440
20	154	0.06	8965
20	154	0.058	8899
20	146	0.055	8477
20	156	0.058	8689
20	150	0.059	9126
20	151	0.058	9830
20	154	0.058	9391
20	148	0.058	12901
20	145	0.056	9720
20	154	0.059	10407
20	150	0.057	8792
20	162	0.061	10835
20	149	0.057	9512
20	150	0.057	6947
20	152	0.066	8226
20	145	0.064	9294
20	140	0.057	10234
20	157	0.09	7470
20	151	0.087	9092
20	150	0.084	9800
20	155	0.094	8439
20	158	0.093	11506
20	152	0.089	9709
20	156	0.09	9067
20	148	0.089	7768
20	139	0.084	9086
20	159	0.089	9509
20	160	0.094	7374
20	158	0.092	8822
20	155	0.091	9626
20	147	0.085	7698
20	158	0.118	7354
20	151	0.082	7387
20	147	0.066	9734
20	148	0.059	7301
20	156	0.059	10847
20	150	0.059	6728
20	160	0.08	9040
20	157	0.06	10059
20	152	0.06	11568
20	161	0.061	8471
20	155	0.06	11330
20	147	0.098	11174
20	149	0.058	9657
20	144	0.057	7939
20	158	0.059	9060
20	142	0.068	8058
20	159	0.064	9661
20	160	0.06	10583
20	154	0.099	7610
20	161	0.061	8829
20	149	0.058	10466
20	146	0.058	8959
20	148	0.057	9865
20	153	0.059	11467
20	153	0.058	8748
20	156	0.059	9525
20	147	0.077	10492
20	147	0.062	9708
20	156	0.06	7971
20	165	0.064	9276
20	141	0.076	8027
20	165	0.085	8588
20	157	0.06	8410
20	162	0.061	8324
20	147	0.098	11015
20	151	0.058	10563
20	146	0.056	10738
20	152	0.058	7901
20	161	0.06	9018
20	150	0.062	10257
20	141	0.055	9906
20	155	0.059	10692
20	145	0.057	7763
20	144	0.06	12970
20	157	0.087	11782
20	158	0.102	10237
20	155	0.1	8495
20	148	0.057	11880
20	154	0.058	10590
20	160	0.079	9507
20	146	0.06	10227
20	153	0.059	7664
20	152	0.057	12415
20	156	0.075	12165
20	164	0.062	6843
20	156	0.062	9795
20	157	0.059	6817
20	149	0.061	8438
20	153	0.078	8722
20	159	0.06	9044
20	153	0.062	9210
20	141	0.06	7056
20	155	0.096	7378
20	150	0.093	10316
20	156	0.064	8256
20	149	0.098	8337
20	141	0.063	9696
20	152	0.059	9460
20	157	0.066	8573
20	165	0.061	9515
20	161	0.063	8379
20	155	0.066	10649
20	156	0.099	8700
20	151	0.061	7352
20	148	0.069	8363
20	163	0.1	9537
20	155	0.075	9081
20	152	0.063	10255
20	157	0.064	5878
20	151	0.057	9417
20	162	0.062	8721
20	150	0.058	8702
20	145	0.056	11790
20	146	0.073	8711
20	153	0.079	9233
20	153	0.061	8371
20	158	0.068	9429
20	158	0.063	6797
20	151	0.076	11403
20	148	0.057	11806
20	162	0.063	10335
20	160	0.064	8267
20	150	0.086	8462
20	158	0.082	6988
20	158	0.064	7836
20	153	0.061	6191
20	159	0.098	10144
20	153	0.091	7761
20	149	0.059	8297
20	145	0.057	10752
20	156	0.08	8970
20	148	0.078	10162
20	157	0.061	11744
20	153	0.06	8134
20	160	0.061	8871
20	160	0.063	7500
20	152	0.059	8349
20	167	0.085	10649
20	152	0.104	7787
20	158	0.061	11102
20	155	0.06	7878
20	144	0.06	8161
20	155	0.058	7761
20	152	0.059	8809
20	159	0.06	9270
20	155	0.079	8830
20	143	0.059	9510
20	153	0.061	11872
20	158	0.061	9608
20	150	0.06	9457
20	157	0.092	9257
20	163	0.062	8957
20	150	0.059	10012
20	152	0.059	10074
20	147	0.06	7847
20	142	0.057	9522
20	149	0.08	10423
20	156	0.063	9200
20	157	0.074	9899
20	159	0.104	8610
20	145	0.061	5244
20	155	0.06	9262
20	143	0.084	9501
20	157	0.064	9944
20	153	0.103	7457
20	165	0.085	10399
20	153	0.073	8972
20	150	0.06	9787
20	145	0.061	8524
20	157	0.095	9913
20	158	0.125	9622
20	155	0.063	10204
20	154	0.059	10135
20	147	0.056	8878
20	155	0.075	9130
20	154	0.058	9024
20	156	0.059	11156
20	149	0.057	9657
20	155	0.058	9415
20	146	0.076	10257
20	156	0.059	10521
20	151	0.058	8954
20	148	0.058	7874
20	151	0.057	10888
20	143	0.057	9154
20	142	0.057	8123
20	156	0.06	10013
20	153	0.058	9939
20	148	0.057	7190
20	158	0.06	9600
20	143	0.055	8860
20	143	0.056	9690
20	154	0.062	5767
20	152	0.058	8927
20	145	0.056	9252
20	157	0.059	9078
20	153	0.122	8921
20	145	0.082	11044
20	150	0.081	7872
20	150	0.058	9886
20	161	0.081	10120
20	146	0.056	11646
20	151	0.078	10413
20	152	0.106	10339
20	146	0.097	9895
20	162	0.102	11855
20	160	0.062	9172
20	144	0.056	10733
20	145	0.057	8464
20	145	0.056	7686
20	152	0.062	8377
20	157	0.06	9390
20	151	0.058	5123
20	141	0.054	8736
20	152	0.099	6235
20	143	0.058	10182
20	157	0.08	11342
20	153	0.13	9898
20	159	0.108	9351
20	150	0.106	11428
20	156	0.09	8082
20	152	0.09	11418
20	153	0.131	10556
20	152	0.13	8389
20	151	0.127	10097
20	153	0.089	8529
20	162	0.094	10732
20	153	0.09	10080
20	154	0.089	8309
20	142	0.083	8877
20	147	0.087	8698
20	157	0.092	9393
20	160	0.077	9615
20	150	0.06	11132
20	150	0.057	9230
20	146	0.057	9768
20	166	0.064	8056
20	159	0.06	9917
20	154	0.085	8926
20	150	0.119	8824
20	148	0.059	10129
20	158	0.06	9127
20	160	0.083	10684
20	134	0.056	7416
20	146	0.056	11170
20	152	0.059	9367
20	153	0.058	8962
20	164	0.105	6669
20	148	0.056	9664
20	167	0.062	9511
20	144	0.056	6212
20	158	0.06	7917
20	147	0.057	9991
20	154	0.057	9730
20	155	0.059	10984
20	159	0.059	8546
20	151	0.058	10506
20	154	0.063	9979
20	144	0.061	11224
20	155	0.065	8316
20	151	0.102	9996
20	154	0.092	7353
20	143	0.061	11429
20	151	0.06	9840
20	145	0.056	9030
20	155	0.06	9869
20	152	0.062	7261
20	149	0.059	8178
20	156	0.058	9060
20	158	0.061	8590
20	150	0.078	9399
20	158	0.081	10629
20	149	0.077	5787
20	150	0.08	8807
20	153	0.078	8585
20	143	0.077	8636
20	157	0.089	7718
20	153	0.08	7923
20	166	0.085	10968
20	149	0.064	8709
20	154	0.063	10465
20	149	0.062	9371
20	149	0.065	10230
20	145	0.084	8257
20	161	0.076	11639
20	159	0.068	8603
20	154	0.091	10570
20	162	0.066	8851
20	158	0.095	9753
20	143	0.058	9614
20	155	0.093	9372
20	152	0.061	6798
20	158	0.096	10010
20	151	0.06	11648
20	146	0.099	9934
20	158	0.061	11299
20	161	0.069	10359
20	156	0.062	9530
20	154	0.099	7605
20	154	0.072	8233
20	159	0.062	9458
20	158	0.063	9614
20	149	0.08	7413
20	143	0.082	8002
20	144	0.06	8337
20	153	0.059	8617
20	143	0.055	8354
20	146	0.077	9122
20	152	0.073	12770
20	139	0.1	11213
20	163	0.066	8110
20	154	0.063	8102
20	145	0.057	9464
20	147	0.057	8434
20	157	0.08	9714
20	162	0.101	9626
20	160	0.06	9502
20	161	0.08	8460
20	154	0.059	8505
20	161	0.061	7851
20	165	0.107	8543
20	154	0.058	10422
20	144	0.105	9839
20	163	0.063	10391
20	147	0.056	8950
20	156	0.078	9296
20	154	0.058	10757
20	149	0.065	9619
20	151	0.059	9704
20	155	0.059	9112
20	149	0.058	11415
20	140	0.058	8166
20	165	0.061	10378
20	151	0.057	9283
20	149	0.057	10586
20	154	0.067	7841
20	163	0.097	10593
20	152	0.062	7969
20	150	0.062	9323
20	157	0.081	10898
20	153	0.062	8926
20	149	0.057	7610
20	156	0.062	9228
20	158	0.114	7848
20	161	0.065	9679
20	149	0.075	10517
20	151	0.12	8999
20	159	0.063	8611
20	158	0.08	8734
20	151	0.086	9033
20	148	0.087	8542
20	149	0.062	11000
20	159	0.06	7245
20	162	0.06	9151
20	160	0.061	10558
20	157	0.058	10171
20	158	0.059	9698
20	152	0.057	7705
20	144	0.078	11239
20	156	0.077	9189
20	160	0.065	9072
20	161	0.059	8820
20	150	0.058	10775
20	161	0.06	11802
20	144	0.058	9483
20	145	0.055	5922
20	150	0.057	9824
20	148	0.058	8000
20	158	0.065	7191
20	162	0.06	11534
20	147	0.057	8842
20	153	0.109	10081
20	152	0.058	10682
20	155	0.079	7996
20	152	0.06	10607
20	149	0.058	10540
20	152	0.112	8337
20	160	0.074	11724
20	145	0.06	8511
20	153	0.061	9710
20	152	0.063	9398
20	150	0.059	9328
20	152	0.058	11501
20	148	0.06	10492
20	140	0.054	7178
20	145	0.077	9655
20	147	0.06	9619
20	140	0.055	7808
20	156	0.064	8771
20	158	0.06	9114
20	148	0.101	10223
20	162	0.061	9235
20	137	0.055	9250
20	153	0.079	9795
20	153	0.079	7539
20	153	0.074	8667
20	158	0.063	11201
20	155	0.131	7782
20	148	0.083	8227
20	149	0.068	8737
20	157	0.061	11157
20	149	0.104	8813
20	152	0.06	7812
20	161	0.097	7754
20	157	0.063	10364
20	163	0.065	10486
20	147	0.061	10351
20	154	0.095	8067
20	165	0.069	10255
20	152	0.072	10670
20	151	0.067	9056
20	153	0.07	9439
20	143	0.058	8681
20	156	0.11	9931
20	152	0.061	9689
20	150	0.07	6617
20	150	0.093	9789
20	144	0.059	7010
20	152	0.062	9677
20	153	0.058	8644
20	148	0.057	6264
20	148	0.071	9506
20	160	0.105	10618
20	147	0.069	9059
20	154	0.078	7690
20	162	0.064	9810
20	155	0.087	9129
20	149	0.065	9432
20	152	0.074	7965
20	153	0.084	11579
20	152	0.074	10018
20	160	0.076	8176
20	156	0.085	9880
20	149	0.079	11031
20	153	0.071	8878
20	152	0.081	9902
20	159	0.085	9069
20	143	0.061	6865
20	147	0.059	9437
20	157	0.059	8731
20	160	0.062	11056
20	152	0.06	9273
20	143	0.057	8880
20	151	0.058	10672
20	151	0.058	8326
20	155	0.083	10572
20	147	0.1	10900
20	153	0.061	8879
20	147	0.078	10045
20	150	0.101	10566
20	146	0.06	9474
20	148	0.06	10084
20	150	0.064	8805
20	146	0.06	9822
20	157	0.072	10599
20	149	0.061	7107
20	154	0.062	8377
20	154	0.078	10635
20	144	0.058	8569
20	149	0.058	7970
20	153	0.078	11809
20	154	0.066	10645
20	142	0.086	10833
20	153	0.086	7414
20	149	0.077	7346
20	156	0.081	5834
20	149	0.057	10096
20	146	0.084	8306
20	161	0.062	7773
20	157	0.079	7407
20	152	0.062	7665
20	158	0.085	8082
20	160	0.062	8918
20	158	0.064	9835
20	152	0.064	9640
20	147	0.065	7759
20	153	0.084	10257
20	153	0.07	9364
20	149	0.126	10746
20	153	0.071	10114
20	160	0.062	8791
20	150	0.065	8903
20	147	0.071	12547
20	147	0.074	10079
20	149	0.079	7375
20	152	0.085	9957
20	143	0.058	8856
20	152	0.06	7447
20	153	0.058	7810
20	156	0.06	10016
20	149	0.07	8474
20	152	0.061	9993
20	148	0.082	8080
20	151	0.08	9833
20	154	0.112	10088
20	146	0.057	7819
20	146	0.057	7909
20	161	0.061	10027
20	144	0.057	9818
20	134	0.055	9334
20	151	0.059	11691
20	157	0.081	8164
20	154	0.059	8307
20	151	0.097	8238
20	150	0.057	10339
20	145	0.057	8864
20	153	0.059	7706
20	149	0.059	8417
20	156	0.061	8502
20	152	0.059	8309
20	155	0.059	8665
20	158	0.061	9556
20	151	0.058	8872
20	148	0.057	9848
20	152	0.058	10427
20	155	0.058	8499
20	154	0.087	9710
20	144	0.059	10135
20	145	0.061	6035
20	155	0.065	9550
20	159	0.064	10871
20	142	0.057	10242
20	155	0.061	9180
20	140	0.058	9179
20	150	0.059	10300
20	147	0.056	7264
20	145	0.055	9673
20	150	0.06	9199
20	158	0.061	7991
20	157	0.079	7115
20	150	0.058	9070
20	152	0.057	9309
20	144	0.056	6866
20	149	0.059	5817
20	151	0.061	7934
20	141	0.055	10556
20	149	0.058	7990
20	157	0.059	8828
20	158	0.059	7555
20	158	0.074	10374
20	145	0.058	9350
20	154	0.066	7409
20	158	0.06	10786
20	149	0.057	8886
20	152	0.057	7789
20	151	0.068	9761
20	147	0.067	6514
20	164	0.072	9464
20	145	0.058	7153
20	152	0.058	9608
20	143	0.056	8255
20	146	0.057	9119
20	149	0.059	7509
20	150	0.058	10116
20	155	0.061	9043
20	154	0.061	9723
20	147	0.056	8171
20	149	0.06	7099
20	148	0.057	9435
20	150	0.058	8418
20	156	0.06	10549
20	152	0.06	8878
20	140	0.076	7828
20	146	0.059	9976
20	150	0.062	9822
20	150	0.056	7731
20	156	0.078	9363
20	153	0.107	8606
20	147	0.061	8085
20	145	0.057	9839
20	156	0.104	8310
20	151	0.059	8490
20	150	0.057	8853
20	139	0.059	7177
20	147	0.059	9017
20	154	0.061	9927
20	158	0.062	8941
20	157	0.063	9291
20	162	0.061	9462
20	147	0.08	9738
20	144	0.057	9239
20	150	0.075	10136
20	155	0.083	8352
20	148	0.061	9126
20	149	0.056	11090
20	149	0.084	8793
20	157	0.102	8563
20	154	0.06	11565
20	152	0.063	9754
20	147	0.058	8209
20	152	0.079	11280
20	154	0.102	7419
20	151	0.061	9814
20	154	0.084	8212
20	157	0.072	9754
20	151	0.062	8201
20	158	0.114	11021
20	163	0.064	9212
20	149	0.064	8184
20	150	0.086	7438
20	149	0.096	12410
20	142	0.059	7251
20	152	0.059	9128
20	146	0.056	9451
20	153	0.058	12111
20	154	0.058	7153
20	152	0.107	7764
20	152	0.059	8149
20	145	0.057	7198
20	155	0.104	8950
20	158	0.064	8467
20	157	0.07	10250
20	152	0.087	9323
20	154	0.1	7909
20	150	0.066	9500
20	155	0.078	11243
20	146	0.076	7750
20	154	0.106	8173
20	155	0.163	8306
20	145	0.117	9244
20	146	0.105	9199
20	144	0.062	9430
20	149	0.075	7889
20	137	0.066	6348
20	146	0.065	10059
20	158	0.088	8708
20	146	0.093	6968
20	153	0.104	5992
20	152	0.102	9930
20	152	0.06	10285
20	143	0.056	10657
20	145	0.059	8120
20	145	0.073	9106
20	149	0.088	7804
20	150	0.062	10381
20	158	0.1	9510
20	150	0.06	8679
20	163	0.061	8558
20	150	0.057	8442
20	160	0.059	5936
20	150	0.058	10283
20	157	0.082	7629
20	152	0.058	6055
20	157	0.058	9755
20	162	0.064	8034
20	155	0.062	9523
20	147	0.071	9912
20	158	0.064	9706
20	152	0.076	9521
20	155	0.064	8434
20	142	0.056	8771
20	156	0.06	9438
20	160	0.06	11928
20	156	0.077	10120
20	151	0.109	10090
20	157	0.08	10133
20	143	0.076	10365
20	161	0.085	9299
20	145	0.108	8085
20	148	0.084	7279
20	149	0.08	8249
20	162	0.084	9801
20	155	0.102	8425
20	152	0.084	9802
20	157	0.065	8349
20	145	0.06	9135
20	151	0.077	9568
20	164	0.075	10611
20	154	0.107	7358
20	150	0.105	6144
20	152	0.105	11005
20	143	0.123	10201
20	148	0.064	7302
20	152	0.069	9715
20	152	0.065	10529
20	152	0.081	10106
20	152	0.099	10292
20	149	0.083	10255
20	161	0.066	9104
20	146	0.059	8918
20	157	0.063	11130
20	151	0.06	8102
20	150	0.086	8193
20	152	0.06	7412
20	158	0.06	8375
20	160	0.082	7917
20	161	0.066	6982
20	159	0.081	8116
20	159	0.088	10444
20	156	0.082	7300
20	147	0.084	9813
20	147	0.057	7658
20	158	0.062	9388
20	155	0.108	7453
20	136	0.055	10965
20	149	0.057	8627
20	148	0.058	8928
20	158	0.059	9247
20	151	0.058	9304
20	149	0.059	9271
20	150	0.058	9385
20	146	0.057	10252
20	147	0.057	10049
20	150	0.058	8663
20	155	0.06	6767
20	143	0.056	12095
20	156	0.059	9189
20	150	0.057	10136
20	152	0.061	7348
20	141	0.06	5378
20	157	0.06	10381
20	154	0.06	8875
20	157	0.058	8702
20	151	0.057	7020
20	145	0.056	11856
20	158	0.061	8745
20	157	0.098	9146
20	157	0.081	9559
20	145	0.055	7752
20	144	0.074	8893
