|V|	|E|	time	approx
20	141	0.056	9200
20	152	0.057	9147
20	153	0.061	8650
20	154	0.059	8850
20	145	0.071	7540
20	146	0.06	10635
20	146	0.071	9433
20	150	0.058	10107
20	148	0.056	9427
20	153	0.07	9115
20	151	0.058	9534
20	156	0.059	8975
20	146	0.056	10692
20	153	0.059	9978
20	157	0.058	10678
20	156	0.064	10926
20	162	0.065	9910
20	154	0.07	10364
20	152	0.059	11924
20	151	0.058	9190
20	147	0.069	9673
20	153	0.059	10377
20	152	0.058	9238
20	171	0.062	10343
20	155	0.06	11036
20	152	0.058	10076
20	156	0.06	7469
20	153	0.062	10554
20	158	0.064	9772
20	155	0.06	10706
20	149	0.06	7441
20	149	0.057	10628
20	164	0.061	9264
20	150	0.058	9053
20	166	0.072	9666
20	154	0.06	9876
20	157	0.059	7472
20	157	0.059	9040
20	152	0.058	10815
20	145	0.058	7059
20	145	0.057	8796
20	142	0.055	8001
20	147	0.057	11258
20	153	0.058	10537
20	153	0.059	7501
20	152	0.057	10531
20	150	0.058	10844
20	151	0.056	8708
20	156	0.058	8268
20	145	0.057	8428
20	158	0.059	9326
20	160	0.06	9074
20	155	0.059	8420
20	152	0.057	9333
20	156	0.059	10600
20	148	0.055	7845
20	148	0.06	7775
20	155	0.06	7947
20	151	0.058	6938
20	152	0.06	8014
20	152	0.066	7624
20	159	0.069	7519
20	145	0.062	7105
20	153	0.059	10435
20	157	0.059	7203
20	147	0.058	9988
20	155	0.059	9800
20	165	0.061	11988
20	158	0.076	8709
20	148	0.056	6962
20	153	0.061	9996
20	155	0.06	7867
20	146	0.056	8454
20	158	0.06	7757
20	153	0.06	9609
20	147	0.056	8832
20	148	0.059	8926
20	151	0.062	8843
20	156	0.059	11496
20	153	0.06	7303
20	157	0.062	9185
20	158	0.069	10307
20	152	0.099	9225
20	148	0.092	9493
20	160	0.068	7671
20	148	0.057	7510
20	150	0.06	8438
20	150	0.061	7903
20	148	0.058	8318
20	154	0.061	7825
20	142	0.055	11156
20	152	0.058	9974
20	150	0.059	6962
20	151	0.06	8691
20	158	0.062	8894
20	139	0.056	8951
20	158	0.061	7466
20	153	0.061	8731
20	152	0.058	10787
20	151	0.058	9594
20	160	0.063	6774
20	151	0.059	7125
20	147	0.066	8232
20	151	0.057	7869
20	155	0.062	10004
20	151	0.062	7262
20	157	0.061	9276
20	156	0.058	10732
20	164	0.062	8655
20	160	0.064	8340
20	139	0.054	8905
20	151	0.059	9034
20	146	0.057	8379
20	164	0.061	10616
20	145	0.056	10233
20	149	0.07	9278
20	147	0.058	9879
20	150	0.059	11205
20	158	0.059	8960
20	153	0.061	10367
20	163	0.061	10921
20	150	0.058	9856
20	145	0.057	9466
20	149	0.057	8987
20	155	0.06	9241
20	143	0.054	9608
20	145	0.07	9727
20	145	0.059	6279
20	168	0.062	10102
20	153	0.059	9856
20	151	0.06	7912
20	165	0.07	7946
20	160	0.062	8158
20	146	0.057	7227
20	148	0.062	7198
20	164	0.063	9476
20	162	0.065	9167
20	151	0.062	9459
20	150	0.058	9223
20	161	0.06	9708
20	154	0.06	8966
20	154	0.059	7738
20	149	0.056	6484
20	145	0.057	7811
20	147	0.058	11131
20	147	0.057	8100
20	154	0.058	8739
20	152	0.057	10256
20	153	0.057	10016
20	154	0.058	8311
20	151	0.057	8680
20	153	0.058	9071
20	162	0.073	9936
20	156	0.065	7922
20	154	0.059	11258
20	159	0.06	9758
20	158	0.075	7968
20	139	0.057	9934
20	139	0.055	7954
20	158	0.076	9322
20	161	0.061	9654
20	141	0.055	8293
20	151	0.059	10572
20	157	0.086	7619
20	149	0.059	9364
20	162	0.061	9947
20	136	0.054	9598
20	154	0.059	9871
20	153	0.083	10193
20	152	0.061	7384
20	155	0.063	8125
20	145	0.071	10614
20	152	0.059	9555
20	144	0.056	9856
20	154	0.059	7284
20	148	0.057	11047
20	156	0.064	8230
20	142	0.056	8166
20	161	0.062	8420
20	150	0.058	8754
20	147	0.057	9940
20	150	0.056	10568
20	152	0.057	10590
20	143	0.056	9782
20	148	0.057	8718
20	156	0.058	12365
20	154	0.059	8014
20	150	0.058	8800
20	155	0.063	8958
20	146	0.059	7715
20	141	0.063	11248
20	155	0.061	11155
20	163	0.061	8987
20	160	0.083	10078
20	144	0.082	9298
20	166	0.066	10485
20	157	0.061	7752
20	151	0.062	11169
20	151	0.058	11215
20	158	0.059	10074
20	149	0.058	10107
20	145	0.06	7742
20	163	0.081	11149
20	151	0.059	10701
20	155	0.059	8928
20	150	0.07	7885
20	150	0.059	8835
20	150	0.057	9256
20	157	0.07	8772
20	146	0.057	13011
20	154	0.066	8379
20	151	0.059	9891
20	151	0.058	9349
20	159	0.059	10152
20	158	0.059	9817
20	152	0.058	12243
20	144	0.055	9046
20	148	0.064	11207
20	142	0.058	10070
20	148	0.059	8460
20	146	0.059	9867
20	154	0.059	9461
20	140	0.057	7091
20	154	0.06	10161
20	153	0.058	9989
20	152	0.06	11837
20	157	0.058	8370
20	148	0.058	9257
20	147	0.056	8921
20	149	0.056	7800
20	160	0.06	8560
20	148	0.057	10977
20	156	0.058	11178
20	159	0.059	9012
20	148	0.057	9383
20	152	0.058	10129
20	156	0.059	9339
20	155	0.06	9933
20	153	0.058	9884
20	152	0.058	10366
20	162	0.06	7387
20	155	0.058	8385
20	148	0.072	7767
20	160	0.064	9251
20	152	0.063	6978
20	159	0.061	10642
20	149	0.08	8721
20	146	0.069	11409
20	155	0.13	9052
20	145	0.068	9107
20	153	0.06	7049
20	159	0.06	11896
20	150	0.06	11144
20	154	0.062	9362
20	158	0.062	9355
20	153	0.06	8146
20	146	0.058	8720
20	149	0.062	7632
20	156	0.06	7062
20	146	0.065	8165
20	152	0.069	10023
20	154	0.064	8539
20	151	0.157	8262
20	151	0.059	10471
20	154	0.059	7297
20	154	0.058	8839
20	154	0.062	10155
20	151	0.059	8346
20	152	0.058	8088
20	151	0.057	8820
20	148	0.057	8569
20	148	0.059	7011
20	154	0.058	8830
20	159	0.076	7636
20	144	0.056	8599
20	151	0.062	7487
20	153	0.059	7643
20	155	0.059	9185
20	152	0.064	9506
20	154	0.06	8532
20	155	0.061	8163
20	161	0.063	9255
20	154	0.078	10074
20	150	0.06	9264
20	152	0.061	7553
20	155	0.059	9869
20	159	0.059	10920
20	159	0.064	10354
20	154	0.062	8458
20	152	0.059	9979
20	157	0.059	9439
20	146	0.056	8597
20	145	0.056	8650
20	144	0.056	8390
20	151	0.058	8800
20	156	0.062	9192
20	148	0.056	10292
20	152	0.059	8276
20	153	0.058	9446
20	133	0.054	8258
20	151	0.058	8694
20	149	0.058	11208
20	152	0.058	10273
20	158	0.06	9013
20	160	0.061	8689
20	155	0.059	7912
20	154	0.058	10269
20	152	0.06	4839
20	139	0.061	9322
20	158	0.059	8189
20	154	0.058	10158
20	159	0.059	7468
20	146	0.056	9357
20	152	0.058	9699
20	160	0.06	9003
20	149	0.057	10389
20	154	0.058	9824
20	150	0.061	11451
20	158	0.061	11710
20	146	0.057	8126
20	152	0.058	8069
20	150	0.057	8948
20	149	0.057	10100
20	152	0.059	9473
20	148	0.058	8025
20	142	0.056	9507
20	158	0.059	6696
20	156	0.058	8329
20	156	0.059	10250
20	155	0.068	6470
20	145	0.055	8523
20	146	0.056	10315
20	154	0.058	10009
20	155	0.062	9952
20	161	0.061	9987
20	138	0.055	7673
20	147	0.057	9263
20	161	0.064	10644
20	149	0.057	9134
20	147	0.057	9165
20	160	0.06	10717
20	157	0.063	8103
20	145	0.056	9875
20	156	0.059	9201
20	156	0.062	9228
20	163	0.061	9084
20	153	0.06	9677
20	163	0.064	8169
20	152	0.058	8017
20	153	0.057	9506
20	149	0.063	8309
20	150	0.058	7728
20	157	0.06	9503
20	160	0.06	9634
20	156	0.062	9926
20	151	0.059	7322
20	154	0.065	8569
20	154	0.062	7669
20	162	0.062	6931
20	154	0.058	10169
20	149	0.061	7903
20	151	0.06	9746
20	146	0.075	9993
20	147	0.06	6720
20	145	0.059	9851
20	139	0.064	8384
20	160	0.064	9251
20	145	0.06	7907
20	151	0.073	9543
20	151	0.06	9519
20	151	0.058	8366
20	159	0.063	10864
20	162	0.064	7450
20	153	0.058	8109
20	167	0.071	7986
20	161	0.063	8342
20	162	0.06	8620
20	158	0.06	7640
20	148	0.08	9816
20	160	0.061	11411
20	169	0.063	9625
20	154	0.078	12053
20	150	0.059	10746
20	149	0.058	8688
20	148	0.057	8775
20	161	0.061	8384
20	154	0.057	9408
20	146	0.056	8615
20	158	0.059	7922
20	158	0.06	10339
20	146	0.056	8032
20	152	0.059	7354
20	151	0.057	8897
20	153	0.057	10404
20	155	0.059	8576
20	159	0.06	7969
20	162	0.061	9149
20	154	0.058	10814
20	146	0.056	10310
20	146	0.06	8602
20	157	0.06	11294
20	142	0.056	9027
20	155	0.058	12253
20	148	0.056	10078
20	158	0.06	9882
20	133	0.053	9400
20	157	0.059	10191
20	154	0.061	7279
20	150	0.058	10221
20	154	0.059	11351
20	147	0.059	8959
20	152	0.06	8037
20	148	0.06	10579
20	149	0.061	10736
20	151	0.062	7220
20	153	0.062	10072
20	159	0.061	8893
20	156	0.06	10221
20	148	0.083	10894
20	151	0.067	8871
20	151	0.061	8971
20	144	0.056	10345
20	152	0.092	11800
20	147	0.078	9262
20	158	0.08	8626
20	145	0.09	10217
20	157	0.108	10048
20	146	0.081	9083
20	155	0.086	8509
20	152	0.111	8787
20	146	0.081	6655
20	154	0.11	8935
20	150	0.104	10918
20	153	0.109	10166
20	160	0.078	10124
20	163	0.065	11561
20	145	0.059	9559
20	157	0.065	10322
20	150	0.082	8362
20	158	0.105	7832
20	142	0.092	9263
20	146	0.085	8923
20	161	0.064	10062
20	153	0.091	9246
20	152	0.067	12110
20	150	0.068	9750
20	150	0.072	11111
20	145	0.078	10786
20	161	0.072	7560
20	142	0.079	7944
20	142	0.092	9792
20	153	0.07	11725
20	164	0.065	9184
20	153	0.09	9542
20	162	0.084	8525
20	145	0.057	9168
20	155	0.112	10581
20	147	0.059	9020
20	155	0.061	9505
20	155	0.059	10356
20	154	0.062	9758
20	162	0.065	6979
20	150	0.117	7423
20	151	0.064	8135
20	148	0.06	7577
20	147	0.064	9828
20	153	0.075	9894
20	154	0.085	6644
20	152	0.067	6984
20	160	0.065	11899
20	156	0.12	9987
20	144	0.059	7504
20	153	0.06	6701
20	147	0.06	5225
20	146	0.06	8074
20	149	0.068	8086
20	152	0.059	6004
20	157	0.064	9889
20	153	0.077	10056
20	156	0.061	10293
20	140	0.058	8650
20	151	0.058	10669
20	147	0.064	10545
20	142	0.112	11207
20	148	0.078	9816
20	156	0.08	10504
20	154	0.07	8634
20	152	0.099	6970
20	152	0.072	10300
20	148	0.062	8909
20	157	0.06	9226
20	154	0.061	8614
20	148	0.067	8071
20	149	0.069	11159
20	157	0.062	8981
20	150	0.058	9499
20	149	0.058	9239
20	163	0.065	7926
20	151	0.058	9925
20	143	0.057	10266
20	153	0.064	5338
20	153	0.063	7026
20	157	0.06	7843
20	143	0.057	8017
20	153	0.059	10961
20	153	0.102	8737
20	150	0.071	10156
20	136	0.075	10541
20	156	0.059	9314
20	156	0.061	9565
20	146	0.058	10004
20	144	0.056	10012
20	149	0.059	10230
20	157	0.057	9001
20	142	0.057	10431
20	164	0.087	6178
20	150	0.066	7391
20	157	0.062	9547
20	150	0.063	9118
20	155	0.064	8695
20	155	0.059	9584
20	144	0.056	9084
20	150	0.06	10105
20	156	0.08	9469
20	148	0.059	7858
20	161	0.063	9500
20	149	0.08	8712
20	151	0.06	10619
20	150	0.059	8242
20	147	0.057	9038
20	160	0.06	9496
20	150	0.057	8475
20	163	0.061	11494
20	147	0.078	10355
20	147	0.056	9559
20	155	0.063	9461
20	142	0.058	7197
20	154	0.086	7492
20	152	0.063	8077
20	156	0.064	7311
20	157	0.088	9761
20	149	0.076	10355
20	139	0.098	7737
20	151	0.07	10110
20	159	0.063	5531
20	161	0.07	10187
20	157	0.081	9159
20	161	0.063	7728
20	149	0.059	7163
20	161	0.091	9801
20	156	0.065	8446
20	161	0.064	6326
20	159	0.062	8880
20	154	0.085	7790
20	141	0.086	9835
20	159	0.06	7966
20	156	0.059	10759
20	142	0.094	7363
20	149	0.057	9454
20	148	0.084	10162
20	149	0.077	7018
20	155	0.058	8246
20	150	0.057	9533
20	146	0.068	6879
20	152	0.072	8683
20	151	0.059	10684
20	153	0.08	9201
20	156	0.108	9489
20	153	0.057	10169
20	152	0.101	8591
20	151	0.057	10904
20	146	0.056	11184
20	151	0.058	9792
20	149	0.077	8108
20	157	0.064	10562
20	154	0.059	7440
20	150	0.056	10111
20	164	0.065	9058
20	145	0.057	10401
20	154	0.09	8627
20	149	0.062	10294
20	145	0.056	8863
20	163	0.062	9201
20	141	0.1	7744
20	159	0.06	8924
20	159	0.061	7158
20	155	0.059	7677
20	157	0.094	10004
20	144	0.071	8804
20	154	0.063	7301
20	150	0.058	9963
20	145	0.081	9634
20	149	0.088	10915
20	146	0.058	8346
20	153	0.064	8681
20	154	0.059	7959
20	149	0.076	8107
20	153	0.06	7433
20	154	0.087	8309
20	152	0.058	7627
20	155	0.057	8583
20	151	0.092	8614
20	160	0.115	10549
20	149	0.061	6419
20	148	0.101	9185
20	147	0.078	9133
20	157	0.136	8093
20	155	0.062	10490
20	155	0.059	11276
20	157	0.099	9232
20	162	0.061	7970
20	144	0.073	8922
20	165	0.082	9936
20	146	0.089	10141
20	161	0.09	11156
20	149	0.088	9150
20	144	0.108	7714
20	156	0.093	11822
20	149	0.126	8707
20	145	0.087	9049
20	140	0.083	9431
20	150	0.088	8338
20	150	0.088	10294
20	161	0.093	8644
20	148	0.089	10305
20	133	0.082	8546
20	147	0.088	9487
20	151	0.083	10908
20	149	0.081	9931
20	153	0.058	10041
20	151	0.078	11062
20	151	0.057	8396
20	146	0.077	11163
20	145	0.056	9602
20	143	0.057	6443
20	153	0.06	10854
20	154	0.06	9318
20	157	0.059	8863
20	145	0.076	9170
20	159	0.06	10322
20	153	0.058	8670
20	151	0.058	10678
20	157	0.059	8849
20	146	0.056	8498
20	143	0.055	8565
20	155	0.089	9325
20	149	0.063	8184
20	146	0.06	6152
20	150	0.059	9950
20	148	0.062	8885
20	140	0.055	8121
20	146	0.056	7441
20	153	0.068	9754
20	144	0.08	8890
20	158	0.085	8848
20	141	0.061	8979
20	156	0.062	9703
20	146	0.058	7992
20	148	0.064	9068
20	158	0.068	8273
20	152	0.059	9141
20	151	0.059	8168
20	163	0.062	9782
20	146	0.062	8059
20	153	0.061	7790
20	143	0.057	9124
20	155	0.063	8102
20	144	0.064	8848
20	153	0.076	10343
20	142	0.072	8624
20	151	0.061	9367
20	153	0.06	7178
20	146	0.057	8736
20	154	0.06	7987
20	155	0.059	7416
20	149	0.057	10056
20	162	0.062	11121
20	153	0.059	8090
20	156	0.06	9168
20	147	0.058	9030
20	153	0.063	8137
20	159	0.06	8097
20	157	0.059	10580
20	157	0.058	10222
20	150	0.057	10121
20	143	0.056	7307
20	151	0.058	9172
20	158	0.073	8531
20	163	0.061	7312
20	150	0.089	9797
20	149	0.09	8292
20	154	0.091	10569
20	156	0.09	10200
20	163	0.092	10553
20	147	0.086	7963
20	154	0.091	8291
20	153	0.093	8357
20	152	0.09	11261
20	156	0.09	8518
20	141	0.087	7472
20	153	0.087	9987
20	145	0.087	10591
20	149	0.139	7497
20	157	0.091	8009
20	162	0.101	10737
20	145	0.086	9856
20	158	0.096	10370
20	135	0.073	8838
20	142	0.06	7295
20	163	0.06	9390
20	154	0.075	8814
20	153	0.061	9005
20	154	0.061	7957
20	159	0.062	9307
20	160	0.061	6658
20	145	0.055	9372
20	157	0.059	9956
20	151	0.057	8452
20	151	0.058	8107
20	147	0.057	7023
20	136	0.054	9273
20	145	0.056	8101
20	143	0.058	7376
20	154	0.062	9319
20	152	0.061	8266
20	156	0.059	7279
20	154	0.058	9996
20	146	0.056	10690
20	151	0.057	10384
20	154	0.058	8416
20	152	0.059	9365
20	160	0.059	8360
20	155	0.106	7833
20	159	0.06	7541
20	155	0.058	10154
20	157	0.059	11184
20	151	0.058	11148
20	152	0.059	6421
20	143	0.057	9483
20	150	0.057	10574
20	160	0.06	9005
20	148	0.06	9560
20	152	0.058	8248
20	151	0.059	8469
20	140	0.056	9137
20	147	0.057	9306
20	137	0.054	11672
20	160	0.059	10150
20	162	0.059	9255
20	148	0.057	10793
20	151	0.058	8538
20	144	0.062	7987
20	162	0.061	10082
20	145	0.055	9785
20	151	0.058	8394
20	161	0.06	8748
20	148	0.058	7358
20	152	0.057	8483
20	148	0.056	9740
20	159	0.06	10882
20	139	0.054	8854
20	150	0.057	7641
20	147	0.058	10328
20	146	0.059	9749
20	153	0.058	9740
20	146	0.085	6370
20	150	0.062	9711
20	148	0.058	11227
20	159	0.059	8948
20	151	0.057	8868
20	145	0.055	10841
20	146	0.059	10739
20	148	0.056	8503
20	148	0.062	10726
20	152	0.064	7252
20	149	0.056	8826
20	153	0.058	10723
20	151	0.057	9699
20	150	0.058	9040
20	156	0.059	12172
20	152	0.091	10544
20	151	0.083	10209
20	158	0.061	7316
20	148	0.058	8214
20	166	0.067	6875
20	145	0.06	7560
20	159	0.066	7994
20	161	0.062	9372
20	147	0.055	8278
20	148	0.059	9635
20	154	0.059	7914
20	141	0.056	9865
20	150	0.08	8255
20	151	0.074	11640
20	156	0.086	11006
20	151	0.062	9044
20	157	0.059	10384
20	149	0.056	8111
20	158	0.059	9318
20	156	0.06	10266
20	142	0.055	6360
20	152	0.058	9080
20	152	0.06	9130
20	158	0.06	10200
20	149	0.056	8579
20	154	0.058	10782
20	150	0.058	10936
20	150	0.056	11425
20	155	0.059	8298
20	156	0.062	4382
20	150	0.057	8931
20	159	0.06	8539
20	156	0.059	9335
20	158	0.061	7582
20	155	0.058	11485
20	156	0.061	8505
20	147	0.057	8647
20	153	0.058	10347
20	145	0.056	9101
20	150	0.057	9185
20	139	0.077	9506
20	142	0.086	10699
20	148	0.059	10563
20	159	0.062	8487
20	147	0.061	8412
20	147	0.056	9461
20	151	0.057	10398
20	151	0.059	10546
20	154	0.077	7951
20	147	0.06	7991
20	153	0.058	11034
20	156	0.058	12617
20	149	0.059	9143
20	157	0.068	10471
20	155	0.065	8638
20	161	0.06	11725
20	157	0.062	7274
20	149	0.057	9487
20	146	0.057	10589
20	150	0.057	7681
20	147	0.059	9868
20	162	0.06	10860
20	149	0.057	11241
20	156	0.058	10254
20	155	0.059	12644
20	141	0.056	10072
20	157	0.059	10305
20	143	0.056	9530
20	148	0.073	8716
20	155	0.083	11175
20	155	0.061	11941
20	147	0.057	8312
20	155	0.059	11191
20	166	0.061	9904
20	153	0.067	8705
20	147	0.058	8176
20	150	0.057	9967
20	151	0.058	12195
20	155	0.06	8892
20	157	0.06	6201
20	144	0.056	10923
20	157	0.06	7650
20	151	0.06	6924
20	159	0.062	8731
20	152	0.058	9211
20	149	0.057	10239
20	154	0.058	9565
20	153	0.06	8604
20	151	0.069	9956
20	151	0.059	10541
20	146	0.055	7497
20	148	0.057	12124
20	145	0.056	11136
20	154	0.059	9731
20	145	0.056	6741
20	160	0.061	9549
20	159	0.073	7910
20	157	0.061	7715
20	144	0.055	9064
20	146	0.055	8482
20	156	0.062	9448
20	150	0.057	8413
20	153	0.058	8025
20	157	0.06	9070
20	156	0.06	7862
20	144	0.055	12383
20	165	0.062	8593
20	150	0.058	10085
20	158	0.085	10603
20	154	0.065	8709
20	151	0.059	11088
20	150	0.059	9167
20	148	0.057	10003
20	152	0.057	9979
20	145	0.061	8093
20	146	0.056	9489
20	152	0.06	9879
20	149	0.056	10197
20	158	0.058	10339
20	145	0.057	8476
20	155	0.058	9172
20	154	0.059	8478
20	153	0.06	8209
20	157	0.082	9043
20	144	0.074	9408
20	149	0.077	7559
20	143	0.085	9099
20	159	0.063	8507
20	159	0.06	7003
20	144	0.056	9987
20	146	0.057	6932
20	152	0.059	7278
20	146	0.056	8684
20	157	0.06	7191
20	143	0.057	8473
20	151	0.058	12836
20	145	0.056	8523
20	157	0.06	9700
20	145	0.057	8079
20	154	0.06	8387
20	144	0.066	9619
20	162	0.062	7886
20	158	0.059	9103
20	145	0.055	7277
20	144	0.056	10826
20	153	0.057	9965
20	156	0.06	12210
20	154	0.058	10420
20	150	0.058	8547
20	147	0.083	6540
20	153	0.062	8655
20	152	0.072	7600
20	156	0.06	8765
20	156	0.058	7799
20	163	0.06	8895
20	152	0.057	8809
20	156	0.059	9481
20	150	0.057	8965
20	153	0.057	8203
20	154	0.057	11942
20	153	0.062	9062
20	149	0.057	8139
20	157	0.058	8467
20	150	0.066	9482
20	144	0.056	6767
20	155	0.059	9391
20	146	0.057	10477
20	159	0.058	10695
20	153	0.058	8451
20	152	0.056	8923
20	147	0.057	6175
20	157	0.059	10256
20	148	0.056	8100
20	157	0.059	9798
20	154	0.061	9738
20	164	0.063	8114
20	152	0.057	8761
20	137	0.073	10269
20	153	0.075	11401
20	145	0.082	6780
20	147	0.059	7011
20	149	0.059	7044
20	148	0.057	9397
20	148	0.057	10170
20	156	0.061	8048
20	150	0.058	8960
20	161	0.062	10577
20	163	0.06	10678
20	139	0.054	11550
20	139	0.055	10188
20	143	0.056	9837
20	158	0.062	8196
20	159	0.086	8420
20	156	0.086	9598
20	146	0.096	9370
20	150	0.09	6537
20	154	0.09	8851
20	161	0.093	8323
20	150	0.088	10484
20	160	0.088	6580
20	142	0.085	9722
20	143	0.06	9772
20	160	0.082	9190
20	148	0.057	10358
20	154	0.079	10281
20	162	0.061	8595
20	139	0.055	9065
20	140	0.055	8572
20	150	0.058	9918
20	152	0.058	10585
20	156	0.06	10440
20	161	0.061	12422
20	146	0.074	9109
20	162	0.062	9362
20	152	0.058	8645
20	155	0.059	9348
20	156	0.058	8933
20	149	0.058	8175
20	144	0.056	11441
20	147	0.057	7760
20	155	0.06	9476
20	157	0.061	8398
20	146	0.078	8294
20	158	0.11	8973
20	149	0.105	9807
20	147	0.063	8233
20	148	0.084	8893
20	152	0.065	9933
20	159	0.061	8256
20	154	0.06	8345
20	154	0.099	9225
20	145	0.062	7829
20	155	0.067	9086
20	145	0.059	6708
20	144	0.063	9861
20	157	0.062	10007
20	151	0.08	9925
20	152	0.075	10212
20	144	0.093	8563
20	151	0.106	8532
20	159	0.061	11684
20	150	0.058	7645
20	159	0.083	10439
20	152	0.059	8287
20	149	0.059	9651
20	152	0.061	10860
20	143	0.057	8654
20	150	0.072	7694
20	148	0.087	8121
20	156	0.063	7408
20	153	0.079	11575
20	154	0.12	7691
20	141	0.073	8979
