|V|	|E|	time	approx
100	3927	1.86	46852
100	3983	1.43	45364
100	3974	1.48	44958
100	3944	1.92	48022
100	3982	1.18	47515
100	3945	1.54	50527
100	4014	1.74	52519
100	3938	1.67	52514
100	3907	1.38	50503
100	3978	1.44	46809
100	4002	1.47	49281
100	3949	1.59	48476
100	3910	1.47	45163
100	3939	1.55	44217
100	3938	1.47	50147
100	3897	1.52	49064
100	3994	1.67	51882
100	3965	1.86	50266
100	3970	1.95	49465
100	3963	1.38	49955
100	3981	1.56	48047
100	3947	1.72	48141
100	3985	1.81	52188
100	3955	1.23	50423
100	3982	1.93	48915
100	3978	1.53	50442
100	3975	1.47	48533
100	3953	1.46	45946
100	3982	1.79	53389
100	3948	1.22	50437
100	4003	1.41	50247
100	3928	1.54	51670
100	4000	1.44	48944
100	3962	1.5	51246
100	3971	1.58	51450
100	3962	1.67	49925
100	3954	1.21	51203
100	3971	1.44	46318
100	3938	1.38	52316
100	4004	1.93	47438
100	3991	1.51	45226
100	3953	1.5	48336
100	3967	1.5	50982
100	3950	1.24	50780
100	3958	1.57	46554
100	3976	1.52	44768
100	3952	1.65	51629
100	3956	1.55	53104
100	3996	1.57	57987
100	3942	1.93	49027
100	3928	1.53	49881
100	4009	1.82	49257
100	3966	1.44	52678
100	3920	1.92	52270
100	3999	1.79	45208
100	3950	1.9	48531
100	3909	1.98	47094
100	3951	1.95	48977
100	3939	1.46	45515
100	3989	1.6	44626
100	3935	1.72	49973
100	3962	1.95	48750
100	3893	1.48	50692
100	3973	1.27	49198
100	3989	1.77	45705
100	3959	1.51	43229
100	3956	1.54	48216
100	3996	1.44	53689
100	3964	1.79	44795
100	3947	1.52	44239
100	3918	1.49	54261
100	3980	1.77	50031
100	3917	1.59	43750
100	3959	1.78	49568
100	3962	1.84	49937
100	3963	1.59	46633
100	3925	1.42	49732
100	3984	1.86	42090
100	3932	1.91	54159
100	3943	1.87	45847
100	3971	1.22	49056
100	3940	1.57	48355
100	3908	1.9	46672
100	3983	1.86	46065
100	3947	1.79	54255
100	3967	1.99	45699
100	3943	1.43	47657
100	3968	1.75	46154
100	3896	1.39	48667
100	3970	1.48	51881
100	3948	1.96	46321
100	4014	1.84	55405
100	3965	1.71	51871
100	3976	1.7	45338
100	3960	1.43	53744
100	3993	1.53	53183
100	3930	1.35	48774
100	3983	1.5	50047
100	3948	1.82	49432
100	3928	1.59	43837
100	3987	1.47	47341
100	3987	1.44	49259
100	3942	1.7	50616
100	4008	1.77	51576
100	3957	1.62	49815
100	3949	1.76	43644
100	3994	1.53	52179
100	4025	1.72	51266
100	3948	1.86	52763
100	3989	1.86	45804
100	3929	1.56	47354
100	3952	1.5	49356
100	3928	1.73	46883
100	3999	1.88	48984
100	3993	1.84	43938
100	3978	1.71	47655
100	3940	1.58	46747
100	3996	1.86	49897
100	3952	1.6	47142
100	3981	1.39	46650
100	3983	1.94	49861
100	3975	1.88	50845
100	3931	1.93	48023
100	3990	1.61	50159
100	4001	1.69	44794
100	3943	1.63	49673
100	3965	1.59	48406
100	3957	1.4	46281
100	4004	1.43	52332
100	3920	1.83	47583
100	3972	1.56	49744
100	3969	1.38	44954
100	3879	1.42	50893
100	3977	1.78	48519
100	3941	1.97	48943
100	3958	1.58	51840
100	4001	1.42	45380
100	3920	1.94	47950
100	3998	1.54	43042
100	3951	1.42	47824
100	3938	1.37	51431
100	3945	1.46	48986
100	3966	1.32	48784
100	3979	1.39	43075
100	3968	1.42	45016
100	3993	1.53	52078
100	3894	1.76	49081
100	3924	1.26	52607
100	3976	1.39	44194
100	3976	1.59	53252
100	3968	1.41	46883
100	3960	1.83	48968
100	3984	1.46	50284
100	3956	1.51	42716
100	3936	1.54	52154
100	3975	1.41	51822
100	3935	1.41	47566
100	3905	1.44	51204
100	3963	1.42	47170
100	4015	1.3	55808
100	3931	1.81	52454
100	3954	1.5	50326
100	3966	1.47	49494
100	3970	1.26	45064
100	3985	1.98	47083
100	3986	1.38	48964
100	3944	1.39	46452
100	3924	1.49	51899
100	3958	1.37	53386
100	3985	1.92	51504
100	3977	1.4	49714
100	3976	1.81	47600
100	4018	1.59	53481
100	3990	1.42	45741
100	3953	1.31	46981
100	4007	1.51	53078
100	3963	1.43	55157
100	3960	1.86	46831
100	3944	1.8	47579
100	3953	1.72	45479
100	3969	1.32	52043
100	3936	1.35	53821
100	3996	1.34	45661
100	3979	1.28	45979
100	3950	1.31	47302
100	3962	1.68	47910
100	3950	1.32	55850
100	3952	1.4	51252
100	3976	1.39	52074
100	3896	1.3	48497
100	3966	1.27	45325
100	3991	1.58	50940
100	3962	1.25	44379
100	3987	1.38	50707
100	3935	1.46	50180
100	3905	1.49	45464
100	3942	1.64	52579
100	3948	1.4	51649
100	3996	1.47	40942
100	3967	1.61	50542
100	3953	1.4	51710
100	3985	1.56	50485
100	3947	1.48	48653
100	3967	1.58	48031
100	3952	1.38	49224
100	3945	1.31	45678
100	3916	1.25	49973
100	3995	1.3	51605
100	4010	1.45	51575
100	3992	1.74	52454
100	3953	1.73	52533
100	3964	1.87	46569
100	3951	1.39	47064
100	3961	1.54	48602
100	3973	1.42	54023
100	3988	1.22	51263
100	3970	1.58	50013
100	3972	1.39	48768
100	3943	1.87	51331
100	3918	1.3	44773
100	3966	1.31	50121
100	3982	1.34	51637
100	3942	1.25	44977
100	3979	1.49	44559
100	4001	1.33	51726
100	3938	1.63	52292
100	3973	1.47	48843
100	3953	1.36	49793
100	3967	1.58	48907
100	3985	1.36	49972
100	3954	1.37	43404
100	3885	1.12	46710
100	3921	1.38	45409
100	3948	1.65	50888
100	3980	1.86	47669
100	3974	1.46	43392
100	3896	1.28	49483
100	3988	1.44	50176
100	3970	1.26	50272
100	3932	1.48	53063
100	3975	1.77	51679
100	3904	1.33	44626
100	3978	1.47	48230
100	3982	1.53	53738
100	3972	1.39	48744
100	3950	1.37	46380
100	3944	1.33	43546
100	3950	1.26	47539
100	3978	1.29	48905
100	3950	1.38	47934
100	3967	1.71	43691
100	3964	1.5	46856
100	3924	1.72	47427
100	3971	1.87	45783
100	3952	1.72	46971
100	3971	1.29	49928
100	3960	1.29	51051
100	3980	1.35	47366
100	3970	1.76	45538
100	3979	1.41	46567
100	3989	1.37	45632
100	3907	1.37	50399
100	3911	1.36	47497
100	3950	1.45	47735
100	3918	1.6	45404
100	3985	1.37	47295
100	3973	1.29	52250
100	3962	1.82	49131
100	3999	1.94	54776
100	3995	1.8	49182
100	3992	1.62	50545
100	3955	1.51	48744
100	3979	1.29	53195
100	3934	1.57	46678
100	3967	1.5	52221
100	3989	1.31	46057
100	3971	1.5	53044
100	3947	1.4	47220
100	3906	1.34	52139
100	3966	1.63	51126
100	3958	1.7	49094
100	3945	1.36	49561
100	3945	1.22	47522
100	3943	1.8	45556
100	3990	1.47	50332
100	3941	1.45	49177
100	3948	1.67	43701
100	3992	1.33	50102
100	3939	1.54	48382
100	3955	1.5	50814
100	3966	1.34	50797
100	3936	1.76	47816
100	3935	1.76	43280
100	3951	1.56	53385
100	3940	1.53	53923
100	3939	1.51	47746
100	3976	1.83	47777
100	3940	1.83	52409
100	3939	1.17	46698
100	3960	1.64	51268
100	3932	1.32	52429
100	3914	1.48	48476
100	3978	1.47	52733
100	3947	1.57	47266
100	3957	1.33	49607
100	3976	1.22	47978
100	3929	1.84	46820
100	3937	1.47	48384
100	3963	1.85	47523
100	3957	1.43	45589
100	3962	1.82	51517
100	3952	1.21	51995
100	3988	1.26	50026
100	3929	1.28	53111
100	4004	1.35	49529
100	3925	1.27	49953
100	3931	1.35	54317
100	3990	1.27	46622
100	3913	1.76	45436
100	3982	1.14	49368
100	3994	1.86	51046
100	4007	1.23	51385
100	3974	1.85	54352
100	3930	1.45	51178
100	3947	1.36	46617
100	3983	1.39	49750
100	3966	1.82	47369
100	3931	1.54	48990
100	4000	1.37	47785
100	3937	1.4	50311
100	3969	1.84	45536
100	3934	1.3	51597
100	3943	1.43	45464
100	3947	1.26	46852
100	4009	1.35	48265
100	3951	1.36	40806
100	3949	1.23	46013
100	3969	1.25	50517
100	3980	1.53	51181
100	3974	1.48	43871
100	4011	1.45	56414
100	4001	1.4	51669
100	3975	1.42	46189
100	3947	1.56	48910
100	3955	1.5	50040
100	3982	1.57	47630
100	4012	1.55	49758
100	3995	1.24	47276
100	3933	1.38	50093
100	3971	1.67	47681
100	3919	1.85	45546
100	4011	1.83	46231
100	3983	1.8	53123
100	3982	1.78	50264
100	3933	1.5	47027
100	3963	1.41	46080
100	3958	1.17	50575
100	3991	1.44	50951
100	3918	1.86	47871
100	3941	1.46	50309
100	3981	1.28	42847
100	3958	1.29	50218
100	3927	1.53	48306
100	3991	1.17	50845
100	3978	1.39	47673
100	3977	1.6	51270
100	3959	1.32	52551
100	3967	1.19	52764
100	3922	1.49	48692
100	3904	1.66	49315
100	3982	1.22	47977
100	3912	1.28	50020
100	3973	1.34	46591
100	3971	1.28	50201
100	3962	1.18	46888
100	3951	1.51	47640
100	3992	1.6	46342
100	3947	1.38	51647
100	4053	1.38	56172
100	3944	1.79	50958
100	3968	1.35	48210
100	3943	1.31	52600
100	3955	1.29	45477
100	3957	1.28	48596
100	3954	1.4	52323
100	3984	1.33	49850
100	3988	1.45	48905
100	3986	1.45	49351
100	3943	1.4	49432
100	4010	1.23	44259
100	3933	1.39	49150
100	3966	1.48	44361
100	3952	1.44	48842
100	3972	1.75	51282
100	3979	1.65	44382
100	3934	1.21	51328
100	3958	1.86	47886
100	3939	1.36	48238
100	4012	1.86	46761
100	3968	1.4	50253
100	4009	1.74	49833
100	3960	1.7	44634
100	3967	1.36	54413
100	3953	1.55	44627
100	3996	1.18	46983
100	3927	1.79	49303
100	3935	1.75	49836
100	3975	1.33	49442
100	3919	1.32	49377
100	4017	1.32	46895
100	3983	1.39	49945
100	3965	1.88	52346
100	3935	1.31	51238
100	4028	1.31	52124
100	3938	1.74	50076
100	3964	1.31	48419
100	3964	1.34	49598
100	3954	1.27	46612
100	3958	1.27	53169
100	3935	1.2	50982
100	3952	1.59	47856
100	3919	1.71	49743
100	3969	1.54	53130
100	3938	1.38	50712
100	3958	1.39	49211
100	3924	1.81	48332
100	3962	1.37	46180
100	3948	1.45	50173
100	3945	1.25	51834
100	3916	1.6	47401
100	3979	1.14	49219
100	3907	1.36	52584
100	3925	1.38	52094
100	3951	1.59	43242
100	3941	1.53	52566
100	3962	1.88	46708
100	3922	1.26	47764
100	3892	1.83	48434
100	3978	1.83	48264
100	3972	1.51	54970
100	3911	1.24	45328
100	3947	1.33	48756
100	3963	1.51	45198
100	3963	1.36	43286
100	3926	1.2	42829
100	3926	1.85	40727
100	3941	1.19	48599
100	3975	1.62	51200
100	4004	1.21	49172
100	3971	1.56	48788
100	3974	1.39	49250
100	3921	1.73	45426
100	3981	1.34	49054
100	3902	1.3	51013
100	3985	1.42	48104
100	4013	1.26	48050
100	3988	1.28	52644
100	3935	1.8	52372
100	4021	1.59	45574
100	3976	1.8	51162
100	3955	1.52	47859
100	3966	1.55	52066
100	3943	1.29	51382
100	3949	1.45	48237
100	3906	1.31	53326
100	3929	1.67	50849
100	3956	1.57	55941
100	4054	1.37	48373
100	3949	1.25	42963
100	3973	1.13	48729
100	3921	1.29	48261
100	3912	1.52	48516
100	4001	1.53	46842
100	3980	1.74	53628
100	3982	1.76	43318
100	3934	1.83	45687
100	3973	1.36	45868
100	3945	1.27	51511
100	3974	1.88	50374
100	3926	1.25	47892
100	3966	1.21	47553
100	3960	1.37	52386
100	3950	1.4	47170
100	3894	1.53	44043
100	3992	1.54	51577
100	3963	1.51	44405
100	3933	1.7	53629
100	4039	1.36	48310
100	3928	1.29	50712
100	3893	1.15	48063
100	4009	1.41	43328
100	4005	1.86	48564
100	3953	1.8	51453
100	3966	1.36	50757
100	3987	1.25	45541
100	3918	1.34	49327
100	3967	1.85	46363
100	3944	1.83	51277
100	3938	1.4	48365
100	4020	1.23	50053
100	3927	1.46	49693
100	3983	1.68	49909
100	3946	1.42	48465
100	4012	1.89	50286
100	3966	1.59	47812
100	3967	1.19	48114
100	3980	1.66	50459
100	3965	1.42	49033
100	3977	1.92	47668
100	3922	1.51	44424
100	3955	1.49	52867
100	3930	1.54	51503
100	3984	1.53	46440
100	4011	1.62	50400
100	3937	1.28	56237
100	3930	1.75	50457
100	3954	1.76	51052
100	4000	1.21	51506
100	3985	1.62	47349
100	3978	1.5	50174
100	3898	1.56	44101
100	3932	1.23	50857
100	3951	1.55	49789
100	3972	1.37	47856
100	3990	1.36	52952
100	3939	1.77	46457
100	3936	1.83	52810
100	3945	1.71	46176
100	3942	1.79	50288
100	3957	1.3	50417
100	3942	1.8	47095
100	3971	1.82	49832
100	3967	1.29	43946
100	4003	1.41	53550
100	3953	1.68	47726
100	3958	1.35	44849
100	3938	1.82	51358
100	3938	1.53	47981
100	3936	1.52	51490
100	3976	1.63	50571
100	3949	1.82	50717
100	3962	1.55	46571
100	3976	1.53	50128
100	3975	1.57	50312
100	3988	1.32	49063
100	3977	1.3	50913
100	3939	1.29	46568
100	3962	1.78	47302
100	3978	1.38	48467
100	3929	1.88	48413
100	3963	1.48	46695
100	3960	1.57	49640
100	3929	1.75	49685
100	3984	1.54	47742
100	3980	1.68	46176
100	3976	1.22	47272
100	3961	1.26	52554
100	3974	1.13	49210
100	3957	1.63	48962
100	3995	1.28	46953
100	3997	1.25	51247
100	3964	1.83	51128
100	3993	1.83	45102
100	3961	1.75	49095
100	3962	1.24	50023
100	3962	1.47	50781
100	3928	1.28	51906
100	4002	1.42	46421
100	3947	1.3	49148
100	3954	1.33	50167
100	3931	1.43	47756
100	3965	1.57	46672
100	3963	1.29	51944
100	3897	1.56	45096
100	3983	1.4	53308
100	3945	1.67	48755
100	3919	1.36	46294
100	3971	1.37	54435
100	4004	1.44	48111
100	3943	1.3	48845
100	3978	1.81	52941
100	3931	1.29	43733
100	3968	1.34	50095
100	3960	1.55	50961
100	3956	1.33	49874
100	3977	1.75	48672
100	3973	1.72	49515
100	3961	1.69	52647
100	4013	1.34	46377
100	3945	1.57	46241
100	3954	1.41	53053
100	3966	1.3	53738
100	3944	1.35	49749
100	3923	1.31	48327
100	3953	1.71	49250
100	3954	1.51	46881
100	3988	1.52	52570
100	3980	1.56	56132
100	3921	1.63	53775
100	3974	1.16	48381
100	3937	1.26	49256
100	3982	1.2	45270
100	3953	1.78	50793
100	3996	1.39	49417
100	3966	1.49	48224
100	3952	1.7	42329
100	3991	1.86	49463
100	3914	1.13	53505
100	3952	1.29	48591
100	3984	1.52	54491
100	3973	1.79	48064
100	3955	1.51	44274
100	3964	1.87	46228
100	3980	1.48	47154
100	4005	1.39	55354
100	3995	1.55	46908
100	3977	1.44	50562
100	3968	1.51	46042
100	3956	1.32	48345
100	3970	1.18	50088
100	3951	1.69	51986
100	4039	1.81	50211
100	3978	1.4	54319
100	3981	1.76	46893
100	3916	1.3	50836
100	3982	1.61	50220
100	3978	1.53	48798
100	4022	1.46	51339
100	4005	1.8	55562
100	3910	1.54	47540
100	3922	1.56	49115
100	3934	1.33	47128
100	3965	1.38	51150
100	3978	1.38	48789
100	4002	1.45	48841
100	3959	1.45	47840
100	3901	1.94	47384
100	3952	1.4	41851
100	3960	1.6	50238
100	3974	1.51	48532
100	3872	1.5	49158
100	3938	1.31	49836
100	3925	1.24	46320
100	3963	1.31	49837
100	3935	1.52	53074
100	3972	1.55	47003
100	3950	1.24	50214
100	3942	1.72	51937
100	3969	1.23	47001
100	3961	1.14	51898
100	4016	1.28	47560
100	3944	1.32	51837
100	3953	1.36	52389
100	3991	1.51	49801
100	3941	1.31	52444
100	3964	1.45	49625
100	3956	1.58	47932
100	3979	1.29	48629
100	3945	1.79	47625
100	3987	1.68	52142
100	3928	1.34	51662
100	3974	1.56	47762
100	3990	1.77	50512
100	3954	1.27	48640
100	4010	1.8	47985
100	3992	1.65	45858
100	3979	1.36	47439
100	3996	1.61	49994
100	4004	1.63	48620
100	3983	1.35	48718
100	3967	1.35	49931
100	3948	1.13	49891
100	3962	1.45	52117
100	3998	1.33	52493
100	3941	1.55	46282
100	3924	1.17	52279
100	3965	1.89	53334
100	3946	1.52	53368
100	3960	1.14	52166
100	3953	1.39	53361
100	3909	1.19	47065
100	3955	1.19	49254
100	3940	1.26	46538
100	3958	1.71	47065
100	3986	1.63	49701
100	3924	1.57	47474
100	3984	1.79	47295
100	4027	1.37	49815
100	3991	1.83	49349
100	3923	1.34	48802
100	3953	1.37	49360
100	3920	1.72	54732
100	3996	1.32	48035
100	3955	1.37	50943
100	3970	1.59	51151
100	3966	1.54	52742
100	3924	1.31	46183
100	3942	1.44	47270
100	4000	1.4	47583
100	3933	1.93	50245
100	3990	1.83	47793
100	3949	1.67	47104
100	4012	1.64	47268
100	3968	1.57	47429
100	3969	1.28	49113
100	3979	1.54	48290
100	3948	1.35	50581
100	3964	1.57	47691
100	3920	1.4	48448
100	4006	1.29	52495
100	3935	1.48	44320
100	3991	1.85	45913
100	3954	1.27	52643
100	3964	1.84	49055
100	3951	1.36	49443
100	3974	1.76	49571
100	3965	1.66	49957
100	3994	1.75	45627
100	3984	1.43	47551
100	3993	1.7	44551
100	3918	1.32	49309
100	3961	1.75	52505
100	3975	1.36	47963
100	3978	1.42	42755
100	3946	1.81	45005
100	3988	1.62	49604
100	3971	1.36	52449
100	3966	1.33	51208
100	3922	1.34	51967
100	3929	1.64	51273
100	3931	1.46	49765
100	3960	1.81	46859
100	3946	1.59	48715
