|V|	|E|	time	approx	optimal
10	20	0.019	4121	2726
10	22	0.066	4375	3296
10	24	0.033	5243	3717
10	18	0.018	4162	3238
10	21	0.048	3469	2569
10	20	0.049	2953	2269
10	20	0.027	2097	1542
10	20	0.019	4217	2651
10	26	0.023	4512	3694
10	25	0.021	4174	3119
10	23	0.02	2415	1766
10	20	0.024	2914	1751
10	18	0.043	3654	3211
10	15	0.017	4571	3452
10	19	0.026	4166	3237
10	20	0.022	4607	4380
10	24	0.029	3546	2159
10	21	0.022	4195	2818
10	18	0.018	3156	2897
10	24	0.044	3342	2333
10	26	0.021	4921	3836
10	22	0.023	3820	3032
10	23	0.027	4536	3421
10	23	0.02	2992	2643
10	23	0.021	2923	2106
10	21	0.065	2760	2305
10	22	0.027	2759	1810
10	24	0.059	4812	3041
10	25	0.032	2925	2523
10	19	0.038	2951	1613
10	22	0.021	4087	3225
10	17	0.026	2564	2555
10	22	0.027	2774	2008
10	20	0.027	4227	2754
10	24	0.028	2146	1870
10	29	0.023	3278	2088
10	19	0.019	2247	2221
10	26	0.022	4294	3625
10	18	0.019	3849	2560
10	31	0.024	5166	3836
10	20	0.029	1985	1985
10	29	0.033	2756	2135
10	27	0.028	3147	2826
10	23	0.054	4115	3043
10	23	0.029	3368	2358
10	19	0.026	3427	2097
10	26	0.023	2666	1892
10	26	0.027	3857	3507
10	22	0.027	3862	2726
10	25	0.03	2445	2115
10	18	0.026	2342	1700
10	22	0.021	3361	2417
10	27	0.03	740	740
10	23	0.07	4081	3062
10	26	0.049	3989	3144
10	21	0.02	5285	3917
10	23	0.026	4608	3808
10	24	0.032	3420	2305
10	20	0.028	3704	2326
10	22	0.028	6071	3793
10	24	0.03	3376	2399
10	20	0.038	3699	3145
10	25	0.02	4073	2797
10	21	0.02	5961	4126
10	28	0.021	4040	3408
10	28	0.027	4530	4100
10	28	0.023	3270	3270
10	23	0.02	3977	3349
10	25	0.02	3808	2934
10	21	0.028	1711	1220
10	21	0.048	3757	2260
10	26	0.048	4306	3322
10	28	0.036	3400	2923
10	23	0.023	3806	2971
10	20	0.047	3186	2765
10	19	0.031	3079	2466
10	31	0.024	5732	4506
10	27	0.03	3350	2970
10	24	0.021	2986	1897
10	22	0.028	4505	3213
10	23	0.021	3155	1987
10	21	0.021	4317	3025
10	20	0.023	4923	3086
10	21	0.022	4794	3052
10	26	0.022	5566	4218
10	14	0.029	3279	1848
10	27	0.031	4917	3611
10	21	0.019	3924	2255
10	23	0.027	2851	2366
10	27	0.033	3864	2569
10	21	0.026	4118	3282
10	19	0.019	3734	2758
10	18	0.027	2685	2118
10	21	0.019	4681	3279
10	27	0.031	3621	2969
10	25	0.03	2455	2247
10	21	0.021	3057	2378
10	23	0.031	3357	2263
10	18	0.027	5192	3385
10	20	0.025	3413	2475
10	24	0.026	2517	2071
10	13	0.021	725	725
10	22	0.027	3699	3699
10	17	0.023	1601	1002
10	25	0.029	3415	2216
10	20	0.026	3280	2018
10	24	0.022	6105	4108
10	23	0.026	5111	4061
10	29	0.022	4264	3440
10	26	0.022	3981	2177
10	19	0.024	3126	2269
10	24	0.037	2329	1424
10	22	0.022	4556	2644
10	23	0.022	5564	3693
10	22	0.028	3116	2629
10	20	0.03	1527	1113
10	25	0.021	3898	2530
10	25	0.02	4189	3552
10	28	0.034	1649	1649
10	19	0.027	3661	2936
10	27	0.027	3109	2852
10	21	0.027	2429	2429
10	26	0.058	3053	2839
10	25	0.033	4869	3883
10	23	0.02	2703	2153
10	23	0.066	2006	1952
10	15	0.023	1860	1069
10	23	0.023	3649	2098
10	17	0.023	2954	2954
10	17	0.018	3315	2338
10	18	0.029	2673	1764
10	23	0.021	2899	1897
10	25	0.046	3746	3443
10	18	0.025	1818	1648
10	20	0.02	4081	2297
10	15	0.024	3290	2035
10	24	0.028	5767	3223
10	28	0.023	4808	3622
10	20	0.023	2729	2002
10	21	0.026	657	657
10	22	0.026	1807	1807
10	22	0.032	3306	2394
10	22	0.044	3368	3002
10	23	0.018	2778	2778
10	25	0.031	3480	2622
10	24	0.023	3954	2690
10	22	0.038	3253	2281
10	26	0.026	4823	3615
10	26	0.028	4801	4674
10	25	0.027	4165	3015
10	21	0.027	4349	3358
10	24	0.029	3313	2671
10	20	0.023	3912	3174
10	16	0.025	2644	2208
10	27	0.03	2757	2519
10	20	0.029	3023	2145
10	27	0.03	2675	1781
10	20	0.019	5246	3637
10	22	0.025	5400	3783
10	24	0.035	3795	2274
10	16	0.023	3198	2341
10	24	0.02	3996	2735
10	24	0.021	2670	2074
10	19	0.029	4387	3340
10	26	0.025	3260	2189
10	24	0.027	6039	4246
10	26	0.028	4668	3591
10	22	0.028	3070	2418
10	15	0.022	2581	2096
10	20	0.02	2953	2173
10	21	0.029	1486	1486
10	26	0.021	3848	2876
10	25	0.027	1869	1869
10	24	0.028	2714	1949
10	22	0.043	3418	3289
10	29	0.029	3649	2945
10	23	0.028	4179	3524
10	18	0.025	2135	1316
10	19	0.035	3846	3226
10	30	0.023	3626	2774
10	27	0.069	3387	2391
10	18	0.017	3887	2776
10	22	0.027	3340	2307
10	24	0.022	2657	2645
10	24	0.021	3411	3156
10	26	0.029	2267	1498
10	29	0.029	3893	3338
10	20	0.029	3757	2967
10	15	0.021	2562	1909
10	21	0.02	5500	3216
10	29	0.022	4209	3296
10	23	0.03	3760	3415
10	18	0.023	1144	985
10	20	0.019	1145	1145
10	22	0.02	4647	3831
10	22	0.028	5716	3623
10	20	0.023	4130	2632
10	25	0.021	2729	2267
10	20	0.019	3794	2615
10	22	0.019	3289	3038
10	18	0.018	4161	3317
10	19	0.018	2926	2412
10	19	0.03	3862	2652
10	24	0.024	4630	4230
10	24	0.021	3956	2397
10	25	0.02	2392	2391
10	24	0.026	2661	2389
10	29	0.028	3180	2605
10	18	0.026	2569	1997
10	24	0.02	3546	2946
10	22	0.037	3056	2244
10	22	0.027	5762	4041
10	24	0.032	3217	2395
10	22	0.019	2888	2294
10	22	0.027	3670	2466
10	27	0.034	3610	2894
10	30	0.023	4198	3283
10	21	0.031	4989	3408
10	25	0.02	3744	2455
10	24	0.045	3797	3169
10	21	0.035	4886	3728
10	23	0.03	4271	2780
10	24	0.028	3489	2390
10	19	0.031	5793	3528
10	26	0.03	4071	2832
10	23	0.026	1790	1790
10	19	0.026	3603	2787
10	26	0.022	5653	4790
10	21	0.024	2938	2591
10	23	0.02	3389	2394
10	27	0.036	5786	4089
10	22	0.02	4794	3833
10	19	0.043	4445	2861
10	18	0.017	1043	1043
10	18	0.046	4598	2980
10	21	0.028	4119	3177
10	19	0.019	2971	1955
10	23	0.02	2188	1742
10	23	0.028	3908	3352
10	27	0.021	5045	3822
10	20	0.053	3835	2416
10	15	0.025	3899	2676
10	15	0.019	2694	2041
10	23	0.027	3298	3298
10	18	0.055	3113	2471
10	23	0.023	2519	2244
10	21	0.021	4868	3076
10	24	0.032	6010	4248
10	26	0.02	2696	2696
10	28	0.043	3366	2813
10	25	0.022	3814	2329
10	23	0.031	5147	3450
10	25	0.025	4624	3210
10	25	0.031	4849	2775
10	24	0.019	4613	3600
10	26	0.02	2449	2075
10	21	0.02	3038	2734
10	26	0.034	4573	3681
10	24	0.029	4817	4045
10	21	0.03	3227	2126
10	21	0.027	3192	2803
10	21	0.027	2537	2077
10	19	0.042	3009	1987
10	24	0.022	2673	1453
10	21	0.021	2896	2896
10	25	0.022	4205	2201
10	25	0.029	4649	3478
10	31	0.033	3063	2789
10	25	0.039	4118	3504
10	23	0.02	4018	2569
10	27	0.02	3169	3013
10	23	0.026	2500	2152
10	24	0.02	3052	2155
10	23	0.029	2544	2544
10	22	0.025	3698	3042
10	24	0.022	4730	3523
10	25	0.022	4962	2887
10	21	0.019	2616	1620
10	24	0.021	4038	3237
10	22	0.022	4258	2761
10	23	0.02	3041	2026
10	17	0.023	2298	1824
10	22	0.03	3013	2638
10	16	0.024	2679	2497
10	27	0.067	3391	2867
10	20	0.044	3167	2077
10	20	0.026	3778	3448
10	21	0.019	3693	2602
10	26	0.022	4404	3013
10	23	0.033	2206	2206
10	21	0.023	5591	3998
10	19	0.027	3984	2358
10	22	0.025	3226	2865
10	22	0.023	3067	2230
10	23	0.029	2154	1852
10	19	0.026	3811	2999
10	23	0.026	2556	1628
10	22	0.024	4763	3342
10	29	0.037	2308	2308
10	27	0.032	2764	2196
10	29	0.028	3247	3180
10	24	0.027	1993	1645
10	21	0.031	4609	3773
10	21	0.025	2388	2388
10	21	0.034	4166	3039
10	26	0.022	3858	2834
10	22	0.029	3614	2667
10	21	0.029	4751	3029
10	19	0.025	1976	1941
10	21	0.025	2736	2736
10	18	0.026	3204	2369
10	14	0.025	3710	2929
10	23	0.029	4000	2906
10	26	0.03	3886	3856
10	18	0.045	4089	2858
10	24	0.023	4554	2916
10	22	0.047	4055	2883
10	25	0.029	1952	1952
10	22	0.028	3741	3145
10	27	0.03	2345	2034
10	20	0.021	5266	2724
10	22	0.062	3672	2375
10	27	0.021	5102	4562
10	23	0.021	4224	2891
10	27	0.049	4154	3195
10	25	0.02	3193	3193
10	23	0.043	3428	2968
10	25	0.029	3706	2758
10	23	0.021	2056	1580
10	20	0.018	4282	2993
10	19	0.019	3185	2209
10	19	0.044	2781	2115
10	21	0.02	4567	3245
10	19	0.021	4312	2896
10	20	0.025	2916	2916
10	23	0.02	3506	2602
10	29	0.03	5565	3811
10	22	0.032	6022	4276
10	24	0.03	2703	1852
10	19	0.03	3668	2718
10	25	0.028	3199	2904
10	21	0.029	2733	2221
10	24	0.02	4573	2934
10	24	0.031	3280	2811
10	21	0.029	3252	2886
10	22	0.027	2049	1777
10	18	0.019	3726	2132
10	26	0.043	3400	2714
10	19	0.027	3830	2308
10	22	0.027	2586	1888
10	22	0.032	3696	2422
10	22	0.022	2037	2037
10	18	0.025	3931	3142
10	23	0.02	3145	3105
10	27	0.023	3633	2410
10	26	0.02	4442	3364
10	22	0.029	3149	2438
10	22	0.019	2593	2593
10	26	0.023	3256	2602
10	20	0.021	3867	2969
10	20	0.026	2816	2292
10	17	0.022	2733	2188
10	23	0.042	4755	3125
10	20	0.026	2190	2190
10	26	0.022	4831	3926
10	21	0.021	4041	2743
10	25	0.025	2963	2749
10	26	0.022	4457	3157
10	20	0.02	1182	1182
10	22	0.029	3404	2574
10	17	0.018	3692	2275
10	25	0.019	2899	2489
10	27	0.038	4188	3897
10	21	0.025	3050	2221
10	21	0.026	2287	2287
10	17	0.043	4570	2843
10	18	0.02	4073	3310
10	22	0.029	3642	2578
10	26	0.03	3089	2974
10	26	0.042	3459	3043
10	27	0.051	3822	3421
10	22	0.046	2587	2116
10	21	0.046	4276	3276
10	25	0.03	3983	2373
10	24	0.029	4590	3550
10	24	0.033	3811	2805
10	17	0.063	2486	2475
10	20	0.026	4419	2320
10	21	0.039	3033	2253
10	27	0.035	6055	4278
10	21	0.02	3154	2074
10	27	0.024	5721	3956
10	21	0.019	5554	4285
10	28	0.031	2713	1882
10	22	0.03	3447	1855
10	14	0.021	1622	1334
10	27	0.031	4441	3331
10	26	0.04	3075	1953
10	19	0.021	3430	2195
10	17	0.032	2091	1656
10	19	0.039	3755	2960
10	23	0.027	3409	2876
10	24	0.025	3680	3222
10	23	0.026	2771	2106
10	22	0.022	2438	2401
10	24	0.022	3413	2216
10	21	0.02	5770	3913
10	19	0.026	4321	2743
10	24	0.021	2882	2608
10	19	0.018	1928	1614
10	22	0.029	5741	4327
10	22	0.022	3782	2851
10	25	0.022	2630	2266
10	24	0.02	3746	2920
10	21	0.018	5034	2773
10	20	0.024	2827	2184
10	24	0.022	5892	3656
10	20	0.027	3637	2749
10	27	0.022	4789	3640
10	32	0.038	4565	4347
10	16	0.025	3352	2161
10	29	0.03	5296	4471
10	20	0.028	3685	2827
10	25	0.02	4136	3718
10	16	0.036	3291	3098
10	30	0.022	3554	2999
10	21	0.033	3915	2721
10	25	0.03	5318	3411
10	29	0.029	3533	2879
10	19	0.027	2321	1578
10	21	0.023	4447	3569
10	25	0.029	3517	3401
10	22	0.024	4927	2741
10	21	0.02	3299	2743
10	25	0.048	4143	3356
10	25	0.029	3466	3020
10	21	0.027	4406	2848
10	21	0.025	3098	3028
10	25	0.029	3706	3279
10	20	0.02	3924	2516
10	22	0.028	4097	2959
10	22	0.021	2248	1799
10	24	0.025	3750	3549
10	20	0.04	3782	3341
10	20	0.02	2301	1972
10	16	0.044	3745	2437
10	16	0.025	3704	3095
10	22	0.02	3282	2720
10	24	0.044	2775	2574
10	25	0.03	1520	1520
10	21	0.046	3045	2371
10	22	0.02	3036	1922
10	21	0.023	3916	2809
10	17	0.021	4216	2388
10	23	0.02	3355	2702
10	22	0.02	4832	2978
10	25	0.035	5069	3228
10	21	0.019	2850	2607
10	21	0.019	3318	1917
10	20	0.023	3908	2950
10	25	0.026	4612	3663
10	23	0.021	5305	3620
10	24	0.03	2760	2760
10	28	0.03	4236	3387
10	22	0.058	5528	3408
10	15	0.024	3955	2561
10	18	0.023	4172	2610
10	20	0.026	5456	3974
10	22	0.026	2348	1441
10	22	0.02	5036	3956
10	21	0.026	3836	3251
10	20	0.031	1202	808
10	20	0.046	4686	3677
10	23	0.02	3804	2823
10	26	0.029	3662	2808
10	23	0.031	4019	2966
10	27	0.021	3840	2944
10	21	0.023	3827	2355
10	16	0.018	4185	3303
10	17	0.024	2279	1926
10	20	0.025	2566	2566
10	27	0.042	3105	2244
10	23	0.026	4492	3131
10	27	0.028	4134	3359
10	25	0.027	4694	4008
10	24	0.028	4712	3429
10	21	0.029	2556	1875
10	24	0.028	2958	2159
10	18	0.025	5324	3922
10	18	0.026	3332	2115
10	20	0.046	4923	3126
10	23	0.034	5128	4048
10	24	0.032	2612	1868
10	25	0.027	2965	2757
10	28	0.052	4804	3277
10	16	0.026	3499	2550
10	26	0.03	4487	3063
10	19	0.019	2983	2076
10	26	0.028	3035	2680
10	22	0.024	4397	2631
10	27	0.022	5001	3527
10	19	0.027	2550	2325
10	28	0.031	4291	3782
10	26	0.027	5758	3987
10	23	0.029	4781	3667
10	26	0.024	2948	2155
10	22	0.02	3566	2610
10	28	0.041	872	842
10	20	0.033	3818	3514
10	18	0.044	2643	1832
10	21	0.027	1949	1825
10	21	0.028	5567	3453
10	27	0.022	4325	3017
10	21	0.019	2621	2156
10	22	0.028	3934	2909
10	26	0.027	3662	3546
10	23	0.021	5062	4145
10	26	0.029	4811	3237
10	24	0.029	4330	2717
10	20	0.02	1414	1304
10	22	0.02	4133	2706
10	20	0.02	2619	1858
10	20	0.039	2153	1699
10	26	0.022	5349	3721
10	23	0.034	6875	3867
10	17	0.023	3223	2299
10	21	0.033	2741	2260
10	23	0.019	3671	3323
10	27	0.022	4736	3522
10	29	0.028	5325	4245
10	24	0.028	2345	1945
10	22	0.03	3718	2767
10	24	0.045	4453	3305
10	17	0.024	2303	1293
10	18	0.018	2079	1484
10	26	0.023	5522	3074
10	22	0.029	2603	2603
10	26	0.042	4466	2965
10	14	0.022	1874	1138
10	20	0.019	3648	2432
10	20	0.019	1994	1069
10	25	0.022	2093	1736
10	25	0.051	4373	3577
10	25	0.027	4157	3028
10	22	0.025	3464	2896
10	19	0.042	3706	2739
10	26	0.03	4138	3205
10	27	0.021	5383	4250
10	21	0.019	4731	3288
10	21	0.019	4737	3481
10	17	0.018	5021	3682
10	25	0.029	4600	3499
10	22	0.052	2228	1832
10	23	0.025	3192	2590
10	19	0.02	2210	2053
10	29	0.033	4514	3590
10	24	0.022	4567	2709
10	20	0.03	4575	3061
10	21	0.019	3174	2136
10	23	0.04	3141	2549
10	23	0.028	2167	1565
10	21	0.027	4295	2641
10	28	0.033	3253	2516
10	26	0.052	2616	2437
10	21	0.019	3000	2450
10	23	0.02	3796	3183
10	22	0.027	4494	3126
10	18	0.042	2660	1939
10	23	0.038	1801	1433
10	17	0.019	3581	2876
10	23	0.026	3762	3323
10	21	0.019	4310	3032
10	25	0.02	4289	3381
10	26	0.033	2720	1874
10	20	0.021	3233	2193
10	24	0.019	3211	2753
10	20	0.018	3664	3011
10	24	0.03	3675	2587
10	22	0.026	2185	1934
10	18	0.025	3899	2915
10	21	0.025	2183	1739
10	21	0.026	4762	3955
10	23	0.027	3547	1988
10	22	0.029	3031	2656
10	19	0.018	1919	1919
10	26	0.022	2821	2049
10	23	0.02	4161	3352
10	17	0.025	3039	2869
10	21	0.02	3394	2119
10	24	0.03	3774	3379
10	23	0.046	4424	3141
10	24	0.029	2711	2142
10	18	0.019	2741	2498
10	24	0.027	3929	2782
10	25	0.024	4729	4009
10	21	0.028	4066	2849
10	16	0.022	2761	1653
10	20	0.02	3357	3201
10	24	0.021	3586	2111
10	25	0.035	2772	2319
10	26	0.031	4468	2921
10	16	0.031	4727	3695
10	20	0.026	3867	2418
10	22	0.026	3531	2388
10	23	0.064	3980	3248
10	25	0.028	2070	1875
10	24	0.026	4285	3536
10	21	0.025	4374	3147
10	24	0.029	3004	2543
10	26	0.033	4078	2774
10	21	0.019	3420	2272
10	25	0.024	5022	2895
10	27	0.04	3581	3498
10	22	0.03	3659	2858
10	20	0.028	2998	2917
10	21	0.024	2440	1947
10	23	0.039	3699	3442
10	19	0.028	3005	2127
10	23	0.03	2196	1783
10	23	0.021	3531	2091
10	23	0.048	3513	2600
10	27	0.023	5393	4015
10	20	0.031	2591	2319
10	18	0.024	4503	3643
10	27	0.034	4551	3298
10	16	0.027	2214	1760
10	21	0.027	1811	1676
10	23	0.034	2469	1902
10	20	0.031	2034	2034
10	18	0.024	4106	2990
10	21	0.04	4406	2950
10	24	0.028	3695	3137
10	25	0.021	1564	1178
10	21	0.026	4048	3236
10	25	0.026	3039	2348
10	21	0.025	4480	2892
10	28	0.029	5148	3241
10	15	0.023	2940	2225
10	21	0.026	4122	3106
10	24	0.02	3826	3118
10	28	0.023	4830	2789
10	19	0.023	1017	764
10	23	0.024	2366	2256
10	24	0.028	3651	3011
10	21	0.029	3760	2583
10	24	0.027	4486	3310
10	18	0.018	3284	2373
10	26	0.045	5087	3296
10	15	0.024	2487	2295
10	19	0.022	4651	3227
10	19	0.048	2893	2187
10	20	0.026	2869	2460
10	24	0.022	3285	2701
10	21	0.043	1418	1378
10	20	0.026	2922	2253
10	22	0.019	4393	3527
10	20	0.024	3540	2537
10	25	0.028	3609	3185
10	23	0.026	3920	2822
10	22	0.044	3752	2504
10	25	0.029	2659	2286
10	23	0.026	3653	2787
10	21	0.039	3647	2046
10	16	0.022	4784	3020
10	24	0.034	3647	2979
10	13	0.022	4423	3063
10	23	0.02	3126	2236
10	24	0.033	3668	2838
10	23	0.025	4451	3654
10	17	0.025	2187	2109
10	19	0.028	2096	1653
10	21	0.025	3535	2331
10	17	0.024	3174	3028
10	27	0.029	3188	2445
10	22	0.054	3803	2380
10	17	0.019	3807	2377
10	25	0.033	2387	2387
10	24	0.027	3753	2070
10	26	0.021	3592	2896
10	17	0.024	2753	2560
10	25	0.049	3724	2959
10	24	0.03	4285	3026
10	22	0.026	3332	3005
10	26	0.046	3019	2649
10	17	0.017	2272	2208
10	22	0.023	2855	2855
10	27	0.021	3543	2418
10	18	0.018	2520	2401
10	22	0.019	2998	2478
10	17	0.022	3149	2000
10	28	0.022	5600	4342
10	20	0.019	3001	2426
10	28	0.033	3844	2970
10	24	0.021	3323	2593
10	24	0.03	4019	3061
10	23	0.029	3882	2681
10	23	0.028	3207	3207
10	25	0.03	4552	3653
10	23	0.031	2630	2630
10	18	0.05	3355	2534
10	22	0.02	4874	3111
10	20	0.024	3653	2497
10	23	0.031	2950	2522
10	21	0.023	2906	2197
10	17	0.024	2523	1744
10	22	0.025	3392	2690
10	23	0.02	1313	1093
10	23	0.019	5035	3321
10	19	0.027	3408	2133
10	23	0.028	3267	2501
10	27	0.041	4728	4651
10	20	0.043	3600	2800
10	26	0.037	4079	2526
10	25	0.027	4082	2566
10	21	0.027	5380	3853
10	25	0.026	4029	3500
10	22	0.02	3460	2044
10	20	0.022	3471	2945
10	18	0.023	1728	1574
10	27	0.022	3767	3390
10	26	0.027	3410	2910
10	25	0.067	4088	3145
10	16	0.025	3005	2358
10	25	0.021	2008	1631
10	26	0.065	2861	2861
10	26	0.031	3111	1957
10	25	0.027	5074	3483
10	27	0.032	4121	2670
10	25	0.029	3967	3117
10	18	0.02	2873	1907
10	19	0.023	2456	2395
10	23	0.026	3751	3051
10	20	0.047	4675	3938
10	15	0.023	1472	1338
10	26	0.036	3079	2183
10	13	0.058	3948	2097
10	22	0.043	4726	3078
10	30	0.045	4715	4110
10	26	0.052	3741	2707
10	25	0.021	4074	4013
10	22	0.028	1742	1020
10	24	0.036	4649	3624
10	22	0.029	4638	3522
10	23	0.027	4211	2588
10	21	0.019	3748	2638
10	29	0.028	4049	3069
10	25	0.032	2258	2258
10	22	0.028	3497	2707
10	18	0.044	3434	3377
10	19	0.029	4108	2850
10	22	0.061	4384	3264
10	19	0.029	3559	2358
10	24	0.029	3535	2877
10	21	0.027	3969	2289
10	19	0.018	4239	2568
10	29	0.022	3552	3019
10	24	0.03	2766	2613
10	23	0.027	5301	3437
10	23	0.021	2628	1823
10	26	0.04	3495	2571
10	25	0.022	2860	1728
10	27	0.061	5215	3883
10	20	0.057	3482	2760
10	17	0.017	1485	1485
10	24	0.029	4661	3575
10	22	0.02	3878	2156
10	15	0.017	2445	1638
10	20	0.046	3179	2156
10	21	0.034	3670	2289
10	22	0.04	2973	2809
10	23	0.06	2604	1894
10	22	0.034	1316	1191
10	23	0.024	4195	3195
10	20	0.021	3538	2385
10	18	0.039	2219	1230
10	19	0.019	3921	2835
10	22	0.022	2227	1663
10	26	0.031	2947	2182
10	27	0.031	5299	3369
10	27	0.031	3384	3384
10	22	0.032	4420	2634
10	25	0.022	1480	1170
10	21	0.026	2787	2512
10	25	0.027	3359	3333
10	21	0.028	6100	4316
10	22	0.02	4076	3322
10	24	0.031	3923	2581
10	24	0.029	2541	1976
10	20	0.024	1743	1586
10	18	0.028	4101	2832
10	15	0.026	5065	3861
10	26	0.03	3880	3067
10	24	0.027	3017	2283
10	23	0.026	3163	2242
10	27	0.036	2482	2474
10	18	0.048	4766	3032
10	22	0.027	3552	2511
10	24	0.02	4473	2755
10	26	0.02	2260	2121
10	27	0.029	2057	2057
10	21	0.024	2212	1984
10	23	0.024	2863	2863
10	21	0.026	2703	2703
10	26	0.029	3125	3125
10	36	0.024	4406	3942
10	21	0.028	4684	3136
10	29	0.034	5603	3398
10	19	0.018	4579	4158
10	22	0.02	3996	3128
10	23	0.019	1621	1621
10	22	0.022	5277	3672
10	23	0.02	3679	3269
10	18	0.024	6042	3829
10	21	0.028	2773	1831
10	25	0.028	5640	3224
10	24	0.024	4680	3435
10	18	0.018	2527	1852
10	26	0.021	3553	2981
10	21	0.029	3352	2599
10	16	0.025	2263	1962
10	25	0.021	3012	2420
10	22	0.031	4892	3023
10	25	0.039	6119	4405
10	24	0.038	2609	2168
10	19	0.027	4155	2573
10	18	0.027	3335	2843
10	24	0.028	1816	1449
10	24	0.029	5499	4681
10	21	0.019	1882	1820
10	27	0.031	5844	3939
10	27	0.026	3166	2940
10	23	0.051	6038	4408
10	25	0.029	3140	2065
10	22	0.027	3118	1796
10	23	0.028	3657	2548
10	16	0.018	2352	1443
10	29	0.032	2814	1848
10	24	0.048	4350	3031
10	28	0.029	4420	3993
10	22	0.026	4146	2259
10	22	0.026	2677	1948
10	23	0.027	3641	2830
10	30	0.03	3396	3396
10	20	0.031	4177	2961
10	26	0.029	3915	3563
10	22	0.02	1954	1756
10	25	0.02	4705	3919
10	25	0.03	5646	4454
10	18	0.042	2643	2118
10	23	0.047	5319	4308
10	28	0.03	3775	2687
10	23	0.022	3175	1981
10	25	0.021	4178	3634
10	23	0.029	3677	3211
10	25	0.029	5553	5050
10	22	0.028	2762	1520
10	21	0.027	3545	2267
10	29	0.034	2533	2533
10	27	0.034	2323	1589
10	22	0.026	3136	3136
10	21	0.026	1386	1378
10	24	0.028	2746	2746
10	28	0.03	4376	3088
10	20	0.021	2340	1816
10	19	0.019	3808	2712
10	30	0.035	3652	2454
10	28	0.033	2469	2419
10	29	0.05	2509	2509
10	21	0.027	3063	2285
10	23	0.031	4759	3255
10	22	0.024	3459	2801
10	15	0.023	3072	2450
10	23	0.026	2579	1951
10	24	0.03	2952	2618
10	22	0.025	3028	2049
10	23	0.02	2801	2304
10	25	0.027	3089	2489
10	26	0.056	2232	2050
10	18	0.031	3216	2399
10	21	0.029	3034	2040
10	20	0.018	3064	3000
10	26	0.029	4231	2789
10	22	0.047	2696	2679
10	20	0.024	2987	2824
10	23	0.021	1340	1077
10	23	0.031	3138	2487
10	26	0.033	5260	3416
10	29	0.03	3266	2602
10	27	0.025	5075	3395
10	23	0.026	4071	3517
10	28	0.064	5816	4478
10	18	0.028	3247	2252
10	22	0.02	3514	2247
10	18	0.034	4639	3044
10	18	0.028	4723	2927
10	27	0.029	4566	3640
10	22	0.03	4473	2943
10	21	0.044	2473	2142
10	23	0.024	5096	3250
10	23	0.021	3945	2608
10	32	0.023	3153	3153
10	18	0.02	4712	3067
10	20	0.027	2289	2289
10	23	0.027	2351	2152
10	25	0.02	4692	3893
10	26	0.027	5303	3930
10	24	0.038	4431	3739
10	19	0.018	1970	1970
10	23	0.027	3253	3038
10	25	0.021	3875	3021
10	24	0.05	3949	2722
10	24	0.028	5227	4484
10	25	0.02	4830	3851
10	22	0.042	4763	3588
10	19	0.033	3103	2011
10	26	0.03	3475	2873
10	24	0.029	4894	3195
10	24	0.03	4260	3252
10	28	0.039	4433	3536
10	18	0.025	3912	2643
10	22	0.065	1930	1795
10	24	0.019	1557	1444
10	20	0.019	1744	1128
10	25	0.027	3444	2926
10	24	0.021	4406	3462
10	14	0.021	2084	1662
10	18	0.027	4779	3347
10	21	0.045	1350	1350
10	20	0.037	5363	3169
10	28	0.029	3470	2977
10	24	0.025	2776	2498
10	27	0.029	3835	2860
10	22	0.021	2584	1967
10	16	0.017	2889	2551
10	26	0.023	4453	2957
10	25	0.029	4206	3067
10	19	0.04	3531	2516
10	22	0.029	4253	2996
10	19	0.043	3773	2571
10	21	0.028	3529	2620
10	22	0.025	2983	2240
10	25	0.029	5303	3803
10	22	0.028	5147	3597
10	25	0.022	5995	4252
10	18	0.026	3196	2443
10	18	0.023	2453	2017
10	23	0.021	4032	2867
10	24	0.028	3112	2621
10	18	0.026	3097	2081
10	19	0.025	3681	2629
10	23	0.02	3107	2544
10	21	0.031	4937	2991
10	24	0.031	2918	2257
10	25	0.046	5104	3621
10	23	0.028	4537	2855
10	23	0.02	2712	2607
10	20	0.019	3028	2309
10	26	0.022	3908	3232
10	24	0.026	3940	2847
10	21	0.026	3303	3078
10	25	0.029	3657	3180
10	21	0.025	3276	2766
10	25	0.028	1549	1549
10	24	0.034	4960	2940
10	30	0.032	3508	3217
10	24	0.021	4358	3347
10	25	0.029	2677	2029
10	20	0.022	2598	1528
10	23	0.027	2789	2649
10	20	0.019	4669	3119
10	11	0.02	3157	2334
10	24	0.023	2814	2814
10	17	0.027	4124	2505
10	32	0.026	4403	3505
10	21	0.05	4741	2771
10	26	0.024	4199	3028
10	24	0.032	5446	2977
10	25	0.027	1871	1374
10	18	0.026	2140	2034
10	20	0.018	1962	1778
10	31	0.03	3932	3402
10	19	0.023	3348	2736
10	25	0.04	2973	2708
10	16	0.028	2941	2941
10	23	0.027	5447	4090
10	22	0.033	2613	2383
10	22	0.041	4445	3183
10	15	0.022	3551	2250
10	19	0.026	3100	2662
10	24	0.031	4870	4097
10	29	0.036	2337	2337
10	23	0.022	2914	2017
10	21	0.018	3776	2601
10	25	0.027	3021	3021
10	24	0.03	4158	2566
10	24	0.022	3579	2545
10	25	0.027	2662	2281
10	27	0.028	4172	4172
10	17	0.025	4226	3191
