|V|	|E|	time	approx	optimal
7	7	0.008	3570	0.353	2084
7	9	0.009	1193	0.394	1193
7	11	0.009	2518	0.485	1766
7	10	0.01	2937	0.435	1987
7	11	0.008	803	0.465	704
7	14	0.011	1719	0.595	1455
7	12	0.014	2800	0.555	2058
7	11	0.012	2730	0.563	1824
7	5	0.01	170	0.373	170
7	7	0.011	1904	0.367	1344
7	9	0.011	918	0.406	480
7	14	0.01	2106	0.565	1954
7	10	0.008	2273	0.431	2273
7	12	0.009	2336	0.5	2336
7	11	0.009	2704	0.474	2143
7	11	0.01	2615	0.478	1743
7	11	0.01	2564	0.48	1590
7	14	0.013	1996	0.604	1996
7	8	0.011	2517	0.381	1730
7	13	0.012	1507	0.554	1174
7	13	0.011	2087	0.555	2087
7	9	0.011	2329	0.429	1594
7	13	0.012	1308	0.534	1308
7	11	0.009	1360	0.474	996
7	9	0.01	1896	0.42	984
7	8	0.009	529	0.378	529
7	12	0.011	1251	0.495	1251
7	9	0.007	192	0.404	192
7	9	0.009	3554	0.402	2134
7	11	0.008	2360	0.473	1846
7	13	0.011	2794	0.531	2280
7	12	0.009	1298	0.505	1298
7	6	0.006	1990	0.303	1954
7	13	0.01	1464	0.539	1464
7	8	0.009	1076	0.43	1076
7	7	0.009	1885	0.331	1064
7	12	0.01	1365	0.501	1276
7	11	0.008	2510	0.48	2189
7	9	0.008	3224	0.398	2794
7	12	0.009	1454	0.498	1454
7	7	0.007	796	0.345	796
7	12	0.008	2275	0.493	2241
7	10	0.008	2449	0.442	2449
7	9	0.014	2483	0.448	1495
7	15	0.014	2073	0.64	1323
7	12	0.017	1961	0.516	1114
7	11	0.01	1489	0.466	1093
7	11	0.01	2495	0.459	1792
7	9	0.008	929	0.404	929
7	8	0.007	1493	0.372	1276
7	7	0.008	691	0.34	691
7	11	0.009	2233	0.464	2006
7	8	0.007	541	0.361	541
7	7	0.007	662	0.333	662
7	10	0.009	2164	0.448	1799
7	11	0.011	2396	0.464	1463
7	14	0.01	2484	0.557	2115
7	10	0.009	986	0.432	986
7	5	0.005	554	0.275	554
7	10	0.009	2504	0.424	1303
7	9	0.008	3227	0.395	2084
7	11	0.009	2418	0.477	1722
7	9	0.009	1697	0.402	1274
7	11	0.022	2335	0.466	1889
7	12	0.01	3038	0.497	2686
7	13	0.01	2398	0.534	1741
7	12	0.009	2488	0.493	2116
7	10	0.009	1882	0.43	1677
7	7	0.007	2665	0.334	2365
7	11	0.009	3010	0.467	2104
7	8	0.008	2654	0.365	1643
7	11	0.01	1414	0.478	1414
7	13	0.011	1748	0.529	1748
7	7	0.008	1529	0.344	1375
7	9	0.009	436	0.401	408
7	12	0.009	1532	0.493	1470
7	12	0.009	1058	0.498	1058
7	11	0.008	1238	0.479	1238
7	9	0.01	1804	0.433	1023
7	8	0.01	2145	0.392	1981
7	10	0.015	2071	0.43	1283
7	12	0.01	1156	0.542	793
7	11	0.011	3368	0.492	2761
7	16	0.014	3081	0.656	2150
7	8	0.01	2180	0.366	1240
7	10	0.013	2914	0.455	2145
7	10	0.011	1404	0.45	1283
7	10	0.01	3000	0.433	1882
7	8	0.008	1712	0.387	1377
7	12	0.012	2011	0.526	1098
7	13	0.013	3993	0.534	2549
7	11	0.009	1014	0.462	1014
7	10	0.009	1946	0.438	1145
7	11	0.008	2346	0.469	1935
7	11	0.009	2079	0.482	2079
7	10	0.011	4730	0.434	2971
7	12	0.009	2325	0.498	1408
7	15	0.01	693	0.596	693
7	8	0.007	1168	0.37	1168
7	7	0.007	2130	0.34	1533
7	12	0.009	2423	0.496	1592
7	12	0.011	3769	0.503	2057
7	9	0.009	3571	0.409	2123
7	11	0.01	2880	0.463	2137
7	13	0.01	1331	0.526	1009
7	11	0.016	2282	0.483	1419
7	11	0.012	2608	0.465	1987
7	10	0.008	1985	0.431	1985
7	12	0.009	2182	0.503	1919
7	12	0.009	2198	0.505	1426
7	10	0.008	924	0.449	651
7	14	0.012	2210	0.559	1357
7	7	0.007	1336	0.331	1319
7	12	0.009	3202	0.495	2772
7	13	0.009	2677	0.529	1789
7	6	0.006	583	0.294	583
7	9	0.009	1667	0.4	1459
7	10	0.008	1070	0.43	1022
7	11	0.009	2286	0.511	1900
7	11	0.012	1815	0.468	1245
7	15	0.01	1664	0.591	1664
7	9	0.009	1839	0.414	1149
7	11	0.011	3538	0.472	2492
7	10	0.008	2405	0.445	1433
7	12	0.012	2854	0.551	1998
7	12	0.012	2666	0.502	2389
7	8	0.009	2048	0.366	1731
7	6	0.007	2473	0.295	1958
7	11	0.009	1617	0.464	1431
7	9	0.008	1565	0.401	1387
7	12	0.01	1631	0.493	1032
7	11	0.009	1442	0.464	1199
7	8	0.008	2162	0.367	1325
7	12	0.01	1150	0.501	1150
7	10	0.008	1366	0.446	1366
7	9	0.009	1463	0.414	1263
7	11	0.011	2939	0.466	1951
7	15	0.01	1908	0.59	1908
7	10	0.008	2220	0.44	1403
7	10	0.008	1028	0.434	601
7	8	0.008	3281	0.37	2634
7	10	0.008	2179	0.439	2179
7	10	0.008	1614	0.455	1614
7	14	0.013	1855	0.56	1271
7	12	0.009	2514	0.503	2514
7	14	0.013	3138	0.573	1828
7	13	0.011	1559	0.542	1217
7	7	0.009	2573	0.343	1637
7	15	0.013	3520	0.595	2332
7	14	0.01	3135	0.571	2616
7	11	0.01	2773	0.457	1923
7	9	0.007	2052	0.396	1220
7	8	0.008	2619	0.368	1846
7	9	0.011	2523	0.408	1579
7	11	0.011	2888	0.474	2043
7	12	0.012	2520	0.525	1799
7	9	0.011	2031	0.409	1381
7	11	0.01	2276	0.503	1923
7	10	0.011	3701	0.439	2789
7	10	0.009	3074	0.436	2597
7	11	0.008	1995	0.469	1748
7	15	0.009	973	0.585	973
7	10	0.01	1965	0.469	1965
7	9	0.014	1732	0.475	1517
7	10	0.012	2112	0.436	1389
7	11	0.009	1422	0.486	1130
7	11	0.01	1315	0.465	1315
7	12	0.01	2347	0.572	1248
7	10	0.012	829	0.436	677
7	10	0.009	2034	0.434	1517
7	12	0.01	2028	0.496	1114
7	14	0.011	1790	0.568	1190
7	12	0.008	1490	0.508	1490
7	9	0.009	2157	0.394	2157
7	9	0.009	2832	0.396	1496
7	6	0.006	466	0.301	466
7	10	0.008	1190	0.428	1190
7	11	0.01	1604	0.468	1450
7	16	0.011	2047	0.618	1958
7	6	0.006	736	0.298	736
7	12	0.01	3485	0.497	2027
7	10	0.009	1760	0.456	1615
7	9	0.011	1863	0.4	1416
7	10	0.008	2001	0.437	1790
7	6	0.006	506	0.292	484
7	13	0.01	491	0.531	491
7	13	0.009	1578	0.529	1305
7	10	0.008	2137	0.434	1442
7	11	0.009	3542	0.472	2039
7	15	0.01	1183	0.597	1146
7	9	0.009	1573	0.399	1573
7	8	0.007	1411	0.361	1206
7	12	0.009	2218	0.496	2074
7	13	0.009	2812	0.525	1941
7	12	0.009	2280	0.497	1696
7	9	0.008	748	0.403	658
7	10	0.009	1725	0.433	1583
7	9	0.009	1120	0.421	1120
7	10	0.009	1193	0.422	1193
7	7	0.008	1206	0.333	1047
7	10	0.008	668	0.433	668
7	12	0.009	1236	0.521	1236
7	8	0.013	1467	0.478	1381
7	9	0.014	2096	0.539	2096
7	15	0.019	3371	0.797	2093
7	9	0.012	1490	0.413	1074
7	14	0.013	3655	0.576	2711
7	8	0.01	582	0.38	411
7	13	0.012	2063	0.544	1693
7	9	0.009	768	0.41	768
7	11	0.011	1563	0.467	841
7	6	0.007	1957	0.299	1114
7	9	0.008	941	0.418	755
7	9	0.009	3375	0.396	2087
7	12	0.009	2712	0.506	2042
7	13	0.01	1800	0.527	1264
7	9	0.008	1778	0.411	1490
7	9	0.01	1016	0.418	1016
7	13	0.011	3252	0.554	2414
7	13	0.012	1964	0.524	1299
7	11	0.009	519	0.508	519
7	7	0.01	2072	0.338	1604
7	9	0.008	2988	0.401	2111
7	10	0.009	2077	0.44	1632
7	11	0.01	2587	0.488	1786
7	11	0.011	3725	0.471	1988
7	11	0.01	3219	0.465	2026
7	10	0.009	1751	0.427	1568
7	11	0.008	3086	0.48	2754
7	13	0.01	3010	0.528	1938
7	10	0.009	1652	0.435	1568
7	10	0.009	2944	0.438	1713
7	7	0.007	847	0.341	847
7	9	0.008	2057	0.405	1610
7	12	0.011	2807	0.497	1820
7	12	0.009	721	0.495	544
7	12	0.009	1697	0.503	1477
7	13	0.011	3723	0.529	2285
7	7	0.008	1392	0.339	1063
7	12	0.009	1151	0.495	1052
7	12	0.009	3898	0.582	3017
7	10	0.012	1340	0.473	1099
7	14	0.012	2006	0.588	2006
7	11	0.011	558	0.474	558
7	9	0.008	2586	0.423	1747
7	11	0.01	1505	0.47	1356
7	11	0.009	1444	0.467	781
7	9	0.007	2070	0.395	2070
7	12	0.009	2865	0.497	2221
7	10	0.008	1447	0.433	1447
7	8	0.007	1177	0.368	920
7	12	0.009	2232	0.618	1731
7	10	0.027	2255	0.572	2071
7	8	0.013	1856	0.44	1856
7	9	0.015	709	0.524	709
7	6	0.011	699	0.408	699
7	12	0.018	3537	0.678	2251
7	10	0.017	1820	0.55	1552
7	11	0.013	1507	0.478	1065
7	9	0.009	1323	0.411	1177
7	9	0.01	2551	0.44	2105
7	11	0.016	2853	0.477	1687
7	8	0.009	917	0.369	917
7	12	0.011	3337	0.502	2318
7	9	0.008	755	0.406	755
7	11	0.009	2054	0.466	2013
7	11	0.014	2451	0.532	1530
7	11	0.013	1166	0.465	1084
7	8	0.007	2832	0.363	2130
7	9	0.008	2740	0.408	2081
7	11	0.01	2786	0.471	2204
7	12	0.01	1794	0.498	1468
7	11	0.009	3781	0.481	2817
7	13	0.012	1398	0.58	1398
7	11	0.012	2101	0.491	2056
7	10	0.011	1649	0.434	1218
7	8	0.013	969	0.518	815
7	9	0.021	1242	0.536	1118
7	9	0.016	1932	0.604	1932
7	13	0.018	2082	0.756	1632
7	7	0.014	1199	0.512	787
7	7	0.015	1144	0.494	1144
7	10	0.015	3364	0.634	2281
7	10	0.014	407	0.629	407
7	8	0.014	2620	0.554	1796
7	10	0.015	3164	0.637	2292
7	10	0.013	1898	0.641	1316
7	11	0.015	681	0.677	681
7	11	0.016	1549	0.686	1268
7	12	0.016	1454	0.713	1340
7	9	0.015	1890	0.593	1450
7	9	0.015	1955	0.56	1147
7	11	0.013	2331	0.535	1664
7	11	0.012	2795	0.468	1544
7	15	0.01	809	0.588	809
7	7	0.007	848	0.333	848
7	12	0.008	840	0.508	840
7	10	0.009	1659	0.434	1226
7	14	0.011	1724	0.561	1292
7	8	0.008	1793	0.367	967
7	9	0.008	2024	0.41	1833
7	12	0.011	2730	0.507	1672
7	13	0.011	2890	0.543	1911
7	12	0.011	1599	0.504	1051
7	12	0.009	2470	0.501	1961
7	7	0.006	453	0.331	453
7	14	0.01	2256	0.56	1557
7	8	0.007	1907	0.364	1529
7	12	0.013	1683	0.559	1118
7	13	0.012	723	0.528	723
7	13	0.01	766	0.545	766
7	9	0.009	1654	0.467	1059
7	11	0.013	1223	0.474	1223
7	10	0.009	1265	0.475	1265
7	8	0.01	1115	0.396	957
7	11	0.012	1858	0.479	1146
7	12	0.012	2606	0.504	2099
7	13	0.01	2824	0.596	1981
7	9	0.011	1667	0.404	1667
7	15	0.011	2879	0.609	1852
7	11	0.012	3666	0.509	2922
7	10	0.011	1882	0.441	1104
7	11	0.01	2357	0.503	1884
7	13	0.012	2960	0.543	2129
7	12	0.012	2557	0.539	1682
7	12	0.011	2512	0.507	1990
7	11	0.01	3460	0.468	2692
7	6	0.007	1506	0.303	1194
7	11	0.01	1218	0.468	1218
7	11	0.009	1662	0.476	1634
7	11	0.009	3369	0.475	3353
7	12	0.01	1339	0.499	1339
7	10	0.012	2450	0.438	1675
7	8	0.01	1352	0.362	1352
7	13	0.011	2152	0.529	1623
7	10	0.009	2405	0.441	1621
7	11	0.009	2068	0.472	1457
7	13	0.01	3651	0.541	2741
7	10	0.01	2251	0.438	1760
7	13	0.009	2234	0.53	1594
7	14	0.01	2779	0.602	1834
7	13	0.013	2234	0.542	1603
7	9	0.014	2108	0.425	1642
7	17	0.013	1776	0.646	1576
7	15	0.011	2077	0.706	1481
7	7	0.013	1833	0.462	973
7	9	0.015	2370	0.567	2088
7	15	0.018	2361	0.664	2236
7	12	0.012	1549	0.533	1211
7	12	0.012	2133	0.491	1877
7	9	0.009	1549	0.423	876
7	12	0.013	2023	0.513	1759
7	11	0.011	1361	0.474	1269
7	11	0.02	2145	0.531	1749
7	10	0.012	3475	0.434	2445
7	11	0.01	2690	0.475	1826
7	8	0.008	1606	0.364	1062
7	7	0.007	1775	0.337	1041
7	13	0.01	2492	0.533	1809
7	10	0.009	2492	0.465	2030
7	14	0.013	1787	0.56	1249
7	13	0.01	1309	0.546	1309
7	8	0.01	2410	0.458	1502
7	14	0.014	2633	0.565	1887
7	9	0.011	3080	0.42	1553
7	11	0.01	989	0.531	989
7	10	0.011	868	0.453	555
7	10	0.009	1053	0.436	1053
7	10	0.01	3434	0.427	2546
7	10	0.009	954	0.427	615
7	13	0.01	4574	0.529	3351
7	14	0.01	2519	0.559	2233
7	8	0.009	1933	0.367	1061
7	9	0.008	1825	0.405	1211
7	6	0.007	1769	0.321	1418
7	8	0.009	2285	0.368	2204
7	9	0.007	2040	0.395	2040
7	14	0.01	3086	0.561	2149
7	14	0.01	2277	0.565	1778
7	9	0.008	1846	0.396	1215
7	8	0.007	1679	0.363	1665
7	12	0.01	3260	0.53	2241
7	12	0.012	1758	0.546	1329
7	14	0.013	1815	0.59	1767
7	10	0.016	2016	0.481	1119
7	14	0.012	1970	0.592	1451
7	13	0.057	2610	0.527	2380
7	14	0.011	3501	0.563	2401
7	10	0.008	1523	0.444	1523
7	8	0.015	654	0.391	520
7	12	0.013	3263	0.512	2334
7	10	0.01	2070	0.522	1760
7	10	0.012	2288	0.433	1376
7	6	0.007	1710	0.298	1665
7	9	0.008	1993	0.407	1402
7	12	0.009	2767	0.494	2053
7	12	0.009	2263	0.515	1767
7	11	0.011	2812	0.479	2394
7	10	0.009	2278	0.437	1411
7	11	0.01	2615	0.459	2615
7	15	0.011	2576	0.594	1642
7	12	0.009	1372	0.491	1372
7	15	0.011	2372	0.592	1843
7	11	0.01	2990	0.458	1754
7	10	0.008	2960	0.442	1546
7	10	0.01	2618	0.431	2082
7	11	0.009	3046	0.469	2663
7	13	0.011	2287	0.547	1558
7	10	0.011	2525	0.452	1949
7	13	0.011	2405	0.529	1714
7	11	0.01	2625	0.46	1481
7	10	0.008	1822	0.438	1561
7	8	0.007	1004	0.374	1004
7	12	0.01	1762	0.498	1762
7	9	0.009	2474	0.408	1726
7	12	0.009	1283	0.503	973
7	14	0.01	2103	0.564	1267
7	7	0.007	3685	0.342	2072
7	14	0.011	1341	0.556	1341
7	9	0.009	2069	0.416	1204
7	10	0.01	1491	0.46	1197
7	9	0.011	1461	0.411	825
7	11	0.011	2035	0.478	1441
7	8	0.009	1655	0.375	1213
7	5	0.006	976	0.257	547
7	9	0.008	1960	0.409	1644
7	10	0.01	2147	0.43	1485
7	9	0.009	3551	0.399	1875
7	10	0.009	3075	0.435	2189
7	10	0.008	1203	0.467	1203
7	12	0.012	2159	0.496	1854
7	12	0.009	1275	0.575	1275
7	9	0.012	3138	0.404	2276
7	8	0.007	1355	0.367	1217
7	9	0.008	1612	0.409	950
7	11	0.01	2429	0.465	1256
7	9	0.008	2691	0.409	1631
7	11	0.009	3001	0.478	2094
7	12	0.01	672	0.506	672
7	9	0.011	3608	0.404	2348
7	9	0.009	2866	0.404	2102
7	13	0.009	1522	0.529	1442
7	8	0.007	1937	0.444	1058
7	11	0.012	2448	0.465	1670
7	7	0.007	1645	0.403	1645
7	10	0.015	2274	0.453	1565
7	9	0.015	2006	0.431	1753
7	11	0.012	2251	0.47	1606
7	4	0.005	34	0.237	34
7	13	0.01	2648	0.555	2365
7	6	0.009	2004	0.312	1399
7	7	0.009	2107	0.338	1842
7	6	0.007	2097	0.3	1291
7	11	0.009	2937	0.466	2052
7	7	0.008	1945	0.349	1103
7	8	0.009	2875	0.369	2239
7	11	0.008	2031	0.47	1725
7	11	0.008	2387	0.462	2078
7	9	0.008	3148	0.399	1917
7	7	0.007	1334	0.332	888
7	8	0.007	2108	0.393	2108
7	11	0.011	3050	0.475	2153
7	11	0.012	1583	0.488	1583
7	13	0.02	2806	0.543	2238
7	11	0.011	1171	0.47	1171
7	12	0.009	2343	0.49	2099
7	11	0.009	1220	0.469	950
7	11	0.009	2401	0.467	1472
7	14	0.01	2377	0.602	1991
7	4	0.009	728	0.219	728
7	15	0.014	3176	0.659	2285
7	9	0.011	1655	0.406	1428
7	13	0.011	947	0.604	712
7	12	0.013	2718	0.501	1769
7	12	0.01	1240	0.493	1062
7	11	0.009	1087	0.47	1087
7	8	0.008	2502	0.366	1755
7	9	0.008	1367	0.404	869
7	8	0.008	2047	0.379	1479
7	12	0.011	3109	0.529	1918
7	10	0.011	1576	0.441	1049
7	13	0.01	2152	0.533	2152
7	15	0.011	2199	0.588	2002
7	11	0.009	3891	0.462	3184
7	9	0.008	1166	0.406	1011
7	9	0.009	3184	0.403	2405
7	8	0.018	990	0.362	921
7	12	0.01	2164	0.498	1268
7	10	0.008	3304	0.435	2366
7	13	0.009	1843	0.53	1843
7	8	0.007	2215	0.367	2215
7	12	0.01	1761	0.576	1248
7	6	0.01	1619	0.304	941
7	8	0.007	1776	0.37	1156
7	13	0.011	4126	0.545	2733
7	12	0.01	3814	0.492	2777
7	7	0.007	2055	0.336	1618
7	13	0.01	3014	0.532	2145
7	6	0.006	820	0.297	820
7	12	0.01	2374	0.528	1387
7	6	0.01	2887	0.32	1971
7	10	0.01	1847	0.431	1671
7	11	0.008	2529	0.472	2151
7	13	0.01	1386	0.608	930
7	11	0.016	2910	0.478	1957
7	16	0.014	3439	0.624	2173
7	9	0.009	1922	0.404	1258
7	13	0.009	1969	0.525	1376
7	8	0.007	974	0.367	974
7	10	0.009	3662	0.437	2068
7	12	0.009	2887	0.528	1979
7	8	0.011	910	0.365	910
7	14	0.011	2011	0.626	1851
7	12	0.011	1774	0.499	1080
7	7	0.007	634	0.341	634
7	6	0.006	910	0.299	736
7	9	0.009	3622	0.405	2203
7	12	0.009	2566	0.492	1582
7	11	0.009	3037	0.49	2404
7	12	0.012	1937	0.502	1589
7	10	0.011	3219	0.439	1964
7	9	0.008	1930	0.402	1592
7	8	0.007	848	0.36	848
7	7	0.008	2261	0.344	1329
7	16	0.012	2284	0.635	1337
7	12	0.011	2273	0.491	2003
7	9	0.008	2976	0.417	2196
7	11	0.011	2846	0.467	2456
7	8	0.008	652	0.376	652
7	11	0.009	2381	0.469	1368
7	11	0.009	3157	0.467	1858
7	9	0.008	2686	0.399	1543
7	12	0.009	2904	0.503	2078
7	10	0.008	3479	0.46	2983
7	12	0.012	389	0.506	389
7	8	0.009	900	0.408	900
7	12	0.017	1142	0.552	1142
7	9	0.013	3376	0.42	1998
7	14	0.017	2294	0.639	2294
7	8	0.011	613	0.374	613
7	12	0.01	2383	0.497	1335
7	11	0.01	2472	0.522	1783
7	13	0.012	1385	0.556	1385
7	13	0.012	3083	0.561	2615
7	9	0.011	589	0.41	501
7	9	0.014	1922	0.4	1416
7	12	0.01	2818	0.521	2600
7	10	0.01	1379	0.426	1109
7	10	0.009	2354	0.437	1873
7	10	0.009	2694	0.446	1695
7	11	0.01	2434	0.504	1859
7	9	0.011	1768	0.465	1179
7	9	0.011	613	0.408	613
7	9	0.008	1666	0.401	1190
7	12	0.009	2583	0.517	2371
7	8	0.009	2228	0.366	1315
7	12	0.01	2638	0.543	1592
7	12	0.012	2962	0.535	2721
7	13	0.013	2080	0.529	1973
7	10	0.009	1769	0.431	1074
7	10	0.008	1854	0.422	1040
7	13	0.009	2106	0.531	2106
7	9	0.013	1858	0.455	1065
7	12	0.012	1995	0.538	1995
7	10	0.012	2135	0.449	1592
7	12	0.011	3206	0.5	2447
7	12	0.009	2207	0.495	1972
7	13	0.01	3427	0.53	2133
7	8	0.007	726	0.367	726
7	9	0.008	2313	0.401	1668
7	11	0.008	1027	0.469	1027
7	12	0.008	1650	0.489	1650
7	11	0.009	2059	0.474	1339
7	12	0.01	1837	0.494	1644
7	7	0.007	2779	0.325	1749
7	9	0.008	2396	0.415	1479
7	10	0.01	2481	0.432	1940
7	9	0.008	2532	0.416	1527
7	9	0.013	1897	0.414	1700
7	11	0.011	1334	0.513	801
7	5	0.01	750	0.265	729
7	11	0.008	1273	0.478	1265
7	11	0.009	1025	0.46	1025
7	6	0.007	510	0.299	510
7	9	0.009	3934	0.397	2167
7	9	0.008	2077	0.404	1244
7	6	0.006	765	0.303	765
7	13	0.01	3065	0.528	2137
7	8	0.008	3232	0.378	2553
7	11	0.009	2851	0.465	1669
7	12	0.01	2813	0.51	2262
7	16	0.013	2220	0.687	1818
7	10	0.016	2456	0.431	2273
7	12	0.01	1929	0.503	1341
7	10	0.01	2004	0.427	1520
7	9	0.008	2859	0.419	2040
7	9	0.011	1418	0.4	1418
7	10	0.008	2105	0.442	2065
7	11	0.01	1975	0.47	1736
7	13	0.009	1159	0.527	1159
7	9	0.009	1687	0.401	1386
7	12	0.009	3515	0.523	2413
7	10	0.012	1560	0.464	823
7	12	0.012	2836	0.527	2560
7	11	0.012	3275	0.497	2207
7	10	0.012	1463	0.443	982
7	10	0.009	1378	0.432	1378
7	8	0.008	1946	0.362	1518
7	6	0.007	513	0.321	513
7	11	0.011	2673	0.466	2157
7	10	0.009	4210	0.43	3215
7	11	0.009	2974	0.468	2191
7	11	0.008	2353	0.46	1844
7	12	0.009	1987	0.532	1987
7	12	0.012	1954	0.528	1954
7	12	0.011	1545	0.517	1531
7	13	0.012	3379	0.548	2393
7	9	0.011	2368	0.406	1237
7	9	0.008	1555	0.437	1159
7	9	0.014	1412	0.433	951
7	13	0.012	3280	0.53	2377
7	13	0.01	2703	0.549	1732
7	13	0.015	717	0.552	717
7	11	0.011	1227	0.46	917
7	11	0.008	1657	0.471	1632
7	10	0.009	4266	0.434	2760
7	11	0.009	2336	0.465	1385
7	9	0.008	2017	0.4	1554
7	9	0.007	1517	0.412	1404
7	10	0.01	2154	0.426	2154
7	12	0.009	2797	0.575	1735
7	12	0.017	1400	0.511	1158
7	14	0.013	2509	0.563	2051
7	11	0.009	3020	0.481	1750
7	12	0.012	2762	0.508	2194
7	14	0.01	3398	0.569	2740
7	8	0.009	2127	0.427	1722
7	11	0.013	4990	0.474	3092
7	13	0.01	1822	0.533	1242
7	9	0.008	1771	0.405	1109
7	15	0.011	1495	0.596	915
7	9	0.008	2219	0.401	1360
7	12	0.009	1811	0.494	1727
7	6	0.007	2692	0.315	1924
7	12	0.011	1735	0.5	1201
7	13	0.01	2984	0.536	1910
7	9	0.008	1535	0.402	927
7	9	0.007	2264	0.402	1424
7	11	0.009	2880	0.512	2545
7	8	0.013	1277	0.498	1277
7	12	0.016	708	0.673	464
7	10	0.014	1972	0.549	1334
7	9	0.014	2121	0.523	1606
7	13	0.019	2398	0.709	1441
7	13	0.018	2843	0.661	2511
7	7	0.017	3773	0.406	2453
7	12	0.016	1489	0.527	1364
7	13	0.013	1095	0.55	978
7	14	0.011	2891	0.568	1632
7	13	0.013	811	0.536	811
7	12	0.012	3034	0.52	2221
7	9	0.015	2385	0.454	2281
7	10	0.018	1812	0.464	1709
7	12	0.02	2913	0.609	2411
7	8	0.01	1043	0.391	1043
7	9	0.01	1749	0.421	1649
7	8	0.009	1569	0.373	1401
7	12	0.01	3244	0.497	1904
7	8	0.009	3168	0.366	1996
7	12	0.01	2147	0.527	1453
7	14	0.011	2011	0.563	1325
7	10	0.008	1392	0.455	1392
7	10	0.009	804	0.438	674
7	12	0.01	2426	0.501	2020
7	9	0.007	1589	0.395	1278
7	6	0.006	236	0.299	236
7	14	0.011	2397	0.561	2351
7	12	0.008	1076	0.504	1076
7	9	0.01	777	0.417	777
7	11	0.01	922	0.616	922
7	11	0.018	2576	0.677	1944
7	10	0.015	1270	0.635	1008
7	12	0.018	2494	0.764	1955
7	12	0.017	3470	0.734	2572
7	10	0.014	1273	0.648	1179
7	10	0.016	2528	0.627	1359
7	11	0.015	267	0.67	137
7	8	0.012	1717	0.547	1218
7	10	0.014	2515	0.631	2349
7	15	0.018	1935	0.856	1812
7	10	0.015	1277	0.647	1277
7	11	0.019	3485	0.645	1894
7	10	0.012	1878	0.452	1282
7	15	0.013	2406	0.599	1878
7	10	0.009	1717	0.437	1077
7	10	0.008	1770	0.428	1279
7	9	0.007	1218	0.394	1082
7	12	0.01	2798	0.524	2043
7	6	0.009	1270	0.312	1270
7	7	0.007	1343	0.337	1343
7	12	0.01	4392	0.498	2667
7	16	0.01	1015	0.623	1015
7	9	0.014	3781	0.398	2426
7	13	0.01	883	0.532	685
7	8	0.008	2647	0.371	2360
7	10	0.008	2268	0.446	1987
7	15	0.012	1192	0.602	1192
7	11	0.013	1983	0.51	1241
7	12	0.013	2853	0.492	2038
7	13	0.009	2142	0.523	2142
7	10	0.008	1157	0.433	1157
7	9	0.008	3002	0.402	2220
7	11	0.01	1713	0.484	910
7	9	0.009	1749	0.442	1749
7	9	0.011	1420	0.419	884
7	10	0.011	1630	0.453	1630
7	13	0.012	2316	0.546	1761
7	8	0.013	1678	0.376	1640
7	11	0.011	3280	0.468	2080
7	9	0.008	1581	0.407	1581
7	11	0.008	1140	0.468	1140
7	10	0.009	2385	0.444	1511
7	9	0.009	2153	0.553	1174
7	10	0.015	1347	0.545	1347
7	8	0.01	997	0.369	997
7	10	0.009	2470	0.444	1647
7	14	0.018	2340	0.602	1749
7	7	0.011	416	0.346	416
7	11	0.012	2859	0.482	1515
7	8	0.009	2358	0.36	1552
7	10	0.009	1714	0.434	1478
7	10	0.008	2054	0.438	1888
7	14	0.01	3170	0.563	2512
7	11	0.009	2244	0.512	1951
7	12	0.012	1421	0.511	1421
7	14	0.011	1864	0.789	1269
7	11	0.018	1844	0.67	1049
7	8	0.014	2363	0.536	2149
7	7	0.012	479	0.501	411
7	4	0.011	1938	0.352	1304
7	16	0.02	2270	0.904	1295
7	8	0.015	2267	0.566	1243
7	9	0.015	2117	0.584	1539
7	10	0.014	1906	0.626	1406
7	16	0.019	3500	0.914	2927
7	13	0.021	2993	0.78	1973
7	11	0.017	2033	0.685	1241
7	11	0.016	1685	0.668	1180
7	4	0.01	771	0.274	771
7	13	0.013	2771	0.532	2031
7	10	0.008	1645	0.428	1645
7	9	0.009	3054	0.407	1618
7	12	0.009	769	0.501	769
7	12	0.009	3174	0.493	2480
7	14	0.01	3335	0.573	1957
7	9	0.013	1297	0.555	1297
7	6	0.011	2126	0.392	1494
7	12	0.011	3011	0.495	2705
7	9	0.008	2348	0.407	1685
7	12	0.015	3670	0.497	2640
7	8	0.009	3470	0.368	2816
7	9	0.009	2531	0.408	1653
7	9	0.008	2970	0.418	1530
7	8	0.009	3133	0.364	2253
7	10	0.009	2568	0.431	2230
7	11	0.008	1507	0.46	1507
7	7	0.007	1151	0.335	1151
7	11	0.009	2565	0.467	1744
7	12	0.008	1597	0.495	1597
7	13	0.009	2432	0.53	1758
7	11	0.012	1726	0.527	1646
7	12	0.013	3441	0.539	1984
7	12	0.012	3211	0.505	2561
7	11	0.01	1904	0.501	1904
7	10	0.012	2290	0.489	1767
7	9	0.011	1886	0.419	1669
7	12	0.016	1733	0.556	1300
7	11	0.012	2807	0.479	1997
7	13	0.01	1965	0.527	1467
7	8	0.008	3299	0.375	1980
7	9	0.008	1039	0.404	573
7	12	0.009	1800	0.525	1085
7	9	0.01	1818	0.445	1565
7	12	0.016	2308	0.533	1682
7	9	0.01	1077	0.401	1077
7	17	0.011	1469	0.664	1207
7	8	0.008	1514	0.362	1514
7	9	0.008	2179	0.4	1535
