|V|	|E|	time	approx	optimal
7	10	0.003	1198	1198
7	11	0.003	1181	1181
7	12	0.004	1940	1940
7	15	0.005	2580	2334
7	12	0.005	2031	1488
7	13	0.004	3237	2144
7	8	0.003	1154	1154
7	9	0.003	2373	2253
7	14	0.004	3156	2561
7	8	0.003	999	999
7	10	0.004	3699	2274
7	10	0.003	697	697
7	13	0.005	782	782
7	14	0.005	1210	1210
7	11	0.004	1858	1136
7	13	0.004	1469	1438
7	8	0.004	2666	1726
7	10	0.004	2252	1495
7	14	0.004	3156	2005
7	12	0.004	2730	2603
7	13	0.005	1959	1182
7	9	0.003	1974	1561
7	14	0.004	4114	3276
7	6	0.003	747	747
7	11	0.004	2614	1623
7	13	0.004	2461	1705
7	8	0.004	2584	1422
7	11	0.004	2757	2757
7	12	0.004	2015	1375
7	10	0.006	1739	992
7	14	0.005	1896	1896
7	9	0.004	1757	1397
7	12	0.004	864	864
7	9	0.003	1977	1449
7	10	0.004	1054	633
7	5	0.003	1732	878
7	7	0.003	1857	1857
7	11	0.004	2200	2200
7	6	0.003	1908	1908
7	7	0.003	2966	1541
7	7	0.003	989	989
7	8	0.003	1437	1293
7	8	0.003	1207	830
7	10	0.003	1636	1608
7	8	0.003	893	893
7	8	0.003	2773	1576
7	7	0.003	887	887
7	13	0.005	2846	2055
7	13	0.004	1509	1509
7	12	0.005	1804	1474
7	9	0.003	1507	1173
7	10	0.004	1720	1601
7	13	0.005	1614	1193
7	9	0.003	2175	1215
7	12	0.004	2698	1965
7	9	0.004	3302	2468
7	13	0.004	3216	2262
7	12	0.004	2928	2559
7	9	0.004	1615	1218
7	9	0.003	921	774
7	10	0.004	1162	1162
7	11	0.004	2209	1947
7	10	0.003	1257	1257
7	11	0.004	1959	1289
7	11	0.004	2942	1988
7	11	0.005	1508	1462
7	8	0.004	2740	1693
7	14	0.005	4150	2639
7	14	0.005	2133	1515
7	7	0.003	571	571
7	10	0.004	2175	1440
7	11	0.004	2015	1168
7	11	0.004	2486	1351
7	12	0.004	1951	1217
7	12	0.004	593	593
7	9	0.004	1797	1364
7	12	0.004	1796	1182
7	11	0.004	1622	1454
7	13	0.004	3283	2177
7	11	0.004	2107	1864
7	12	0.004	1791	1160
7	7	0.003	535	535
7	10	0.004	2449	1330
7	9	0.005	2565	1476
7	12	0.004	908	908
7	8	0.003	1806	999
7	8	0.003	1949	1096
7	11	0.004	1394	1394
7	13	0.004	1461	1461
7	10	0.004	2635	1736
7	16	0.005	2858	2702
7	6	0.003	1201	1088
7	13	0.004	1239	1239
7	10	0.004	2458	2137
7	11	0.004	3022	2105
7	9	0.004	2353	1613
7	8	0.003	2656	1621
7	11	0.004	1623	1623
7	10	0.003	1231	1231
7	14	0.004	2112	2112
7	10	0.004	1321	1291
7	10	0.003	1889	1742
7	11	0.004	1392	1392
7	12	0.004	3237	2275
7	12	0.004	2137	1160
7	7	0.003	2189	1470
7	10	0.004	3082	2150
7	10	0.004	3159	1942
7	6	0.003	2435	1876
7	12	0.004	1343	1343
7	8	0.004	3361	1979
7	12	0.004	2519	1974
7	13	0.004	959	959
7	13	0.004	1441	1441
7	11	0.004	576	576
7	15	0.005	2565	1694
7	8	0.004	2267	1612
7	13	0.005	1409	725
7	11	0.004	2674	1784
7	10	0.004	2812	1567
7	11	0.004	2011	1213
7	9	0.004	847	571
7	7	0.003	1277	1099
7	11	0.004	2602	1716
7	8	0.003	2126	2115
7	11	0.004	2742	1882
7	9	0.003	1323	818
7	9	0.004	1476	1396
7	10	0.003	1081	1081
7	13	0.005	3832	2296
7	8	0.003	1934	1665
7	9	0.003	1578	967
7	10	0.004	1816	1138
7	13	0.005	2809	2151
7	10	0.004	1216	1205
7	12	0.005	1808	1508
7	13	0.004	3019	1983
7	11	0.004	3212	2156
7	9	0.004	1823	1259
7	13	0.005	2907	1722
7	9	0.003	1485	1215
7	11	0.004	1636	1636
7	11	0.004	2265	2265
7	11	0.004	1553	932
7	12	0.004	2800	2598
7	12	0.004	1806	1128
7	12	0.004	3562	2633
7	9	0.004	2260	1793
7	10	0.004	2286	1619
7	10	0.004	3506	1776
7	9	0.003	1953	1447
7	11	0.004	1286	796
7	11	0.004	2592	2185
7	10	0.004	951	951
7	8	0.003	2659	1788
7	11	0.003	744	744
7	12	0.004	1627	1627
7	6	0.003	1441	1390
7	11	0.004	2297	1363
7	11	0.004	2163	1530
7	11	0.003	2042	2042
7	11	0.004	1490	1354
7	14	0.004	2464	2167
7	13	0.004	2425	1678
7	10	0.004	2006	1150
7	12	0.004	1994	1392
7	10	0.004	1394	1394
7	11	0.004	1923	1346
7	5	0.003	1898	1306
7	9	0.003	1846	1579
7	11	0.004	2478	2125
7	11	0.004	2226	1510
7	8	0.003	1813	1219
7	11	0.004	3284	2225
7	10	0.004	2164	1562
7	11	0.004	2609	1661
7	9	0.004	1226	818
7	12	0.004	4683	3029
7	14	0.005	2216	2157
7	11	0.004	2141	1471
7	11	0.004	1446	1446
7	9	0.004	2097	1432
7	8	0.003	2226	1320
7	12	0.004	4064	2285
7	7	0.003	3371	1786
7	6	0.003	607	404
7	9	0.004	1919	1784
7	13	0.005	2258	1740
7	11	0.004	3160	2810
7	11	0.004	1524	872
7	10	0.004	2368	1482
7	8	0.003	1312	1081
7	12	0.005	613	384
7	17	0.005	3041	2535
7	8	0.003	2967	1699
7	10	0.004	2384	1586
7	14	0.004	2761	1989
7	12	0.004	1768	1715
7	11	0.004	2976	1834
7	13	0.004	720	720
7	13	0.004	2145	1648
7	9	0.004	3225	1630
7	12	0.004	1903	1497
7	7	0.003	648	532
7	13	0.005	3297	2740
7	6	0.003	2622	1658
7	9	0.004	1254	1048
7	8	0.003	969	969
7	11	0.004	1167	1167
7	15	0.004	1588	1588
7	11	0.004	2260	1781
7	10	0.004	1728	1104
7	8	0.004	2076	1409
7	10	0.004	2590	1661
7	11	0.004	1705	1347
7	13	0.004	3046	3046
7	15	0.004	1687	1687
7	9	0.003	991	640
7	11	0.004	2800	1455
7	8	0.003	1837	1717
7	11	0.004	1767	1607
7	11	0.005	2340	1688
7	12	0.004	2788	2615
7	9	0.004	2821	2040
7	9	0.003	1417	1417
7	10	0.003	994	880
7	11	0.004	1975	1469
7	12	0.004	3144	1836
7	12	0.004	2971	1854
7	10	0.004	1340	1340
7	13	0.004	3245	2384
7	9	0.003	1534	1294
7	9	0.003	973	973
7	12	0.004	1762	1495
7	6	0.003	4073	2422
7	7	0.003	1236	1236
7	12	0.004	1043	1043
7	11	0.006	1156	1156
7	8	0.004	1914	1498
7	11	0.004	1877	1364
7	10	0.004	2759	2239
7	14	0.005	3164	1964
7	9	0.004	2098	1583
7	11	0.004	2573	1639
7	11	0.004	4081	2315
7	10	0.004	3619	2042
7	11	0.004	608	608
7	10	0.004	907	839
7	14	0.004	1829	1272
7	11	0.004	2857	2007
7	9	0.003	1906	1906
7	11	0.004	1246	1246
7	12	0.004	1989	1468
7	11	0.003	724	724
7	11	0.004	3111	2580
7	7	0.004	2776	1805
7	10	0.004	1763	1294
7	8	0.003	3177	2350
7	11	0.004	1909	1646
7	13	0.004	2893	2125
7	9	0.003	2263	1424
7	10	0.004	3456	2187
7	9	0.004	2781	1401
7	10	0.004	1235	1204
7	10	0.004	2095	1529
7	10	0.004	1411	1177
7	16	0.005	3961	3050
7	11	0.004	1613	1052
7	11	0.004	1424	1087
7	5	0.003	995	995
7	14	0.004	1666	1666
7	7	0.003	1711	872
7	14	0.005	2689	1785
7	8	0.003	552	552
7	12	0.004	3081	2283
7	7	0.003	1710	999
7	7	0.003	1998	1482
7	9	0.003	1491	1491
7	11	0.004	2889	1774
7	8	0.003	2542	1857
7	11	0.004	2479	2169
7	9	0.003	2346	1423
7	7	0.003	1142	1142
7	13	0.004	2360	2215
7	11	0.004	2192	1521
7	10	0.004	2447	1698
7	11	0.004	2240	2013
7	13	0.005	1824	1491
7	8	0.003	2611	2182
7	10	0.004	3913	2311
7	17	0.005	2281	1875
7	15	0.005	1981	1178
7	7	0.003	1838	1347
7	12	0.004	2735	1863
7	13	0.004	2334	1972
7	10	0.003	956	956
7	15	0.005	2166	1483
7	15	0.005	1827	1413
7	8	0.003	1735	1434
7	9	0.004	1795	1551
7	10	0.003	2464	1750
7	10	0.004	2631	1892
7	16	0.005	2903	1962
7	8	0.004	1698	955
7	9	0.004	3205	2327
7	9	0.003	2644	2333
7	5	0.003	336	336
7	15	0.005	3346	2439
7	11	0.004	2504	2277
7	7	0.003	2091	1458
7	7	0.003	1445	1274
7	14	0.004	1407	1407
7	6	0.003	2046	1319
7	11	0.004	2416	1527
7	12	0.004	1970	1573
7	15	0.005	2135	1537
7	12	0.004	2336	1629
7	8	0.003	1113	1113
7	12	0.004	2554	1918
7	19	0.006	2319	1874
7	7	0.003	1756	1218
7	12	0.004	3338	2707
7	13	0.004	3961	2912
7	9	0.003	2630	2010
7	9	0.004	1727	872
7	9	0.004	3202	1683
7	11	0.004	3014	1678
7	13	0.004	2311	1961
7	11	0.004	403	403
7	15	0.005	1600	1236
7	10	0.004	1947	1260
7	13	0.004	1052	1052
7	13	0.004	1429	1429
7	12	0.004	3254	2328
7	11	0.003	2176	1749
7	13	0.004	1724	1724
7	14	0.004	2187	2187
7	13	0.004	2382	1632
7	11	0.004	750	750
7	9	0.003	772	772
7	8	0.003	2444	1774
7	12	0.004	1261	1261
7	8	0.003	2540	1760
7	8	0.003	1626	1021
7	5	0.003	1816	1385
7	16	0.005	1952	1580
7	9	0.003	1645	1393
7	11	0.004	2944	2053
7	9	0.004	3864	2344
7	14	0.004	2478	2478
7	9	0.004	2563	1300
7	11	0.004	923	923
7	11	0.004	3005	1824
7	11	0.004	954	954
7	8	0.003	2049	1482
7	9	0.004	2983	2089
7	12	0.004	3045	2366
7	12	0.004	1789	1598
7	12	0.004	1844	1671
7	6	0.003	2348	1305
7	13	0.004	1342	1342
7	12	0.004	2381	2351
7	10	0.004	2893	2361
7	7	0.003	534	534
7	8	0.004	2049	1651
7	14	0.005	3078	2104
7	9	0.004	1288	1288
7	5	0.003	363	363
7	11	0.004	1434	1082
7	8	0.003	1162	1078
7	6	0.003	2209	1626
7	12	0.004	3238	2380
7	11	0.004	1917	1917
7	9	0.003	2355	2080
7	15	0.004	2510	1881
7	11	0.004	2329	1964
7	13	0.005	1828	1451
7	7	0.003	1102	1102
7	11	0.004	3510	2805
7	8	0.003	1589	1002
7	10	0.004	2473	1977
7	12	0.004	3046	2291
7	10	0.003	1789	1644
7	10	0.003	1134	1134
7	13	0.004	2498	1812
7	11	0.004	1776	1438
7	5	0.003	367	342
7	12	0.004	2924	2393
7	11	0.004	1531	1531
7	10	0.004	3221	2014
7	11	0.004	2107	1537
7	8	0.004	2752	1915
7	13	0.004	2271	1966
7	9	0.004	1306	819
7	11	0.004	1030	1030
7	9	0.004	1494	1211
7	13	0.005	2100	1546
7	9	0.003	1133	1133
7	7	0.003	1452	833
7	9	0.004	1787	1050
7	8	0.004	1314	1157
7	10	0.004	2714	1816
7	14	0.005	3689	2721
7	10	0.004	2436	1938
7	14	0.004	2199	2080
7	10	0.004	1466	1466
7	8	0.004	2271	1537
7	12	0.004	1931	1574
7	7	0.003	1617	1474
7	12	0.004	2507	1740
7	5	0.003	2313	1206
7	12	0.005	3053	1868
7	12	0.004	2667	1793
7	13	0.004	1811	934
7	10	0.004	2206	1909
7	7	0.003	1312	1312
7	10	0.004	3755	2189
7	10	0.004	2759	1853
7	11	0.004	2760	1605
7	10	0.003	1785	1709
7	8	0.003	2342	1573
7	12	0.004	2624	1990
7	10	0.003	1686	1020
7	13	0.005	1744	1241
7	9	0.004	1826	1131
7	10	0.003	2087	2029
7	8	0.003	1255	1255
7	10	0.003	1842	1842
7	18	0.005	1829	1829
7	8	0.004	1184	956
7	9	0.004	2509	1902
7	6	0.003	1968	1599
7	6	0.003	1131	1046
7	10	0.004	2752	1866
7	10	0.004	3136	2502
7	10	0.004	2859	1453
7	8	0.003	1576	1125
7	14	0.005	1903	1031
7	11	0.004	2072	1719
7	9	0.004	2475	2088
7	10	0.004	3694	2597
7	10	0.004	2353	1295
7	10	0.004	1563	1259
7	11	0.004	2374	1790
7	6	0.002	774	774
7	11	0.004	2618	1768
7	10	0.004	2477	1541
7	13	0.004	1948	1707
7	10	0.004	1736	1358
7	9	0.003	2165	1782
7	12	0.004	995	995
7	8	0.004	2015	1041
7	12	0.004	600	600
7	14	0.005	4388	2473
7	14	0.004	2361	1834
7	11	0.005	2557	2557
7	12	0.004	3136	2524
7	7	0.003	2257	2123
7	13	0.004	1535	1503
7	12	0.004	2133	2133
7	8	0.004	3075	1618
7	10	0.004	1299	935
7	10	0.004	2700	1918
7	11	0.004	1179	829
7	13	0.005	3480	2725
7	14	0.005	2253	1723
7	13	0.004	2882	1955
7	14	0.004	3223	3101
7	9	0.004	1112	684
7	11	0.004	3208	1792
7	11	0.004	1057	657
7	9	0.004	2225	1619
7	10	0.003	1214	755
7	11	0.004	2272	2017
7	10	0.004	701	511
7	10	0.003	1272	1272
7	6	0.003	1333	748
7	11	0.004	1902	1326
7	8	0.003	2373	1366
7	11	0.004	2637	1988
7	13	0.004	2793	2088
7	11	0.004	2187	2109
7	11	0.004	2369	1720
7	12	0.004	2670	1879
7	8	0.003	2218	1470
7	5	0.002	859	526
7	9	0.004	2507	2077
7	7	0.003	1128	846
7	9	0.004	1887	1258
7	12	0.004	1940	1110
7	9	0.004	2708	1764
7	13	0.004	2455	1927
7	9	0.004	1785	1602
7	10	0.004	1700	1028
7	10	0.004	2029	1258
7	11	0.004	1236	1236
7	9	0.004	3290	2195
7	12	0.004	2458	2307
7	10	0.004	2334	1509
7	6	0.003	904	751
7	11	0.004	1947	1689
7	9	0.004	2548	1954
7	7	0.003	591	591
7	10	0.004	976	602
7	9	0.004	1496	1496
7	14	0.005	3621	1953
7	12	0.004	496	496
7	10	0.003	1677	1305
7	14	0.005	1753	957
7	14	0.005	1526	1526
7	10	0.004	2531	1409
7	10	0.004	1331	1066
7	6	0.003	3095	2126
7	12	0.004	2503	1648
7	10	0.004	2081	1693
7	13	0.005	3180	2265
7	12	0.005	1361	1361
7	10	0.004	1940	1065
7	8	0.003	2647	1960
7	9	0.003	2134	1374
7	10	0.004	2084	1505
7	8	0.003	1457	1457
7	13	0.005	1166	801
7	11	0.004	2244	1522
7	13	0.004	2299	2299
7	9	0.004	1817	1390
7	10	0.004	1809	1646
7	13	0.005	3787	2423
7	11	0.004	1994	1328
7	7	0.003	3431	2151
7	12	0.004	890	890
7	12	0.004	3452	2741
7	13	0.004	2385	1606
7	6	0.003	1333	1121
7	13	0.004	3288	2127
7	9	0.004	2571	1372
7	11	0.004	1654	1654
7	9	0.004	2603	1382
7	12	0.005	930	930
7	9	0.004	1021	853
7	10	0.004	1726	1348
7	8	0.003	2109	1770
7	5	0.003	1134	693
7	12	0.004	2848	1686
7	14	0.005	2697	1558
7	6	0.003	2124	1283
7	10	0.004	2906	2442
7	11	0.004	1312	1312
7	10	0.003	1966	1806
7	10	0.004	2818	1894
7	15	0.004	1372	919
7	11	0.004	2956	1773
7	9	0.003	1992	1881
7	15	0.005	1237	1237
7	7	0.003	571	571
7	13	0.004	3025	2080
7	9	0.004	1716	926
7	14	0.005	2385	1229
7	13	0.004	2723	1966
7	9	0.003	385	385
7	11	0.004	2574	1886
7	13	0.004	2112	2037
7	10	0.004	1040	1012
7	12	0.004	1752	1226
7	10	0.003	1600	1474
7	14	0.004	1542	1542
7	14	0.005	3875	2730
7	11	0.005	3972	2171
7	11	0.004	2949	1791
7	11	0.004	1243	1243
7	14	0.004	1905	1312
7	8	0.003	281	281
7	8	0.003	1263	964
7	12	0.004	2653	2033
7	14	0.005	2184	1587
7	12	0.004	2470	1907
7	10	0.004	3379	1735
7	13	0.004	2210	2210
7	12	0.004	1767	1142
7	10	0.004	3138	1806
7	14	0.004	2158	1634
7	12	0.004	1244	1244
7	9	0.004	3918	2725
7	10	0.004	931	828
7	8	0.003	2224	1928
7	9	0.004	1580	1094
7	8	0.003	2208	1381
7	7	0.003	2756	1722
7	14	0.005	2955	2063
7	11	0.004	2278	1731
7	12	0.004	2035	1709
7	11	0.004	2185	2185
7	11	0.004	2290	1408
7	16	0.005	1928	1763
7	9	0.004	2213	1850
7	13	0.004	3125	2178
7	11	0.004	1633	1633
7	12	0.004	1346	1346
7	10	0.004	1100	1100
7	10	0.004	1898	1537
7	9	0.004	1457	1030
7	11	0.004	1672	910
7	10	0.004	2312	2312
7	12	0.005	3433	2374
7	14	0.006	1182	918
7	10	0.004	2427	1595
7	8	0.004	1021	934
7	11	0.005	2004	1207
7	8	0.004	3213	1710
7	13	0.004	2785	2607
7	8	0.003	619	604
7	10	0.004	2373	1956
7	11	0.004	1643	1200
7	12	0.004	2240	1340
7	12	0.004	2823	2033
7	13	0.004	1968	1968
7	13	0.004	1760	1407
7	11	0.005	1885	1108
7	9	0.003	2039	2039
7	16	0.004	972	972
7	12	0.005	625	625
7	7	0.006	2451	1651
7	11	0.007	2481	2287
7	13	0.008	3024	2090
7	9	0.008	2224	1730
7	8	0.005	1152	924
7	11	0.005	3795	2725
7	8	0.007	3597	2021
7	10	0.004	1538	1538
7	12	0.005	2890	2757
7	13	0.006	2829	2102
7	11	0.005	3329	2019
7	13	0.004	1693	1693
7	12	0.004	1098	1098
7	12	0.004	3919	2669
7	11	0.004	3151	1633
7	6	0.003	2109	1337
7	9	0.004	1922	1023
7	10	0.006	2267	1440
7	9	0.003	838	838
7	9	0.004	2500	1934
7	14	0.004	2067	2030
7	13	0.004	3938	2918
7	15	0.005	1206	1206
7	11	0.004	3392	2104
7	7	0.003	762	762
7	8	0.003	1189	1189
7	13	0.004	2017	2017
7	12	0.005	3711	2366
7	8	0.003	817	817
7	7	0.003	847	847
7	13	0.004	1137	890
7	10	0.003	908	908
7	12	0.004	886	886
7	11	0.004	1580	1221
7	11	0.004	2251	1859
7	12	0.004	3166	2219
7	9	0.004	2728	1730
7	8	0.003	2828	1728
7	10	0.004	899	899
7	11	0.004	1709	974
7	15	0.005	2806	2306
7	11	0.004	2371	1637
7	13	0.004	2666	1468
7	11	0.004	2118	1645
7	13	0.005	1459	1124
7	13	0.004	2600	2433
7	11	0.004	2095	1381
7	6	0.003	1875	1239
7	11	0.004	3379	2509
7	12	0.004	2104	1217
7	13	0.005	1755	1267
7	9	0.004	2644	1822
7	12	0.006	2741	1867
7	10	0.004	1118	1060
7	9	0.003	2796	2359
7	10	0.004	1884	1171
7	13	0.005	1315	946
7	12	0.004	1346	1346
7	8	0.003	2356	2011
7	12	0.004	1784	1368
7	15	0.005	3529	1999
7	12	0.005	2654	1915
7	12	0.004	2144	2081
7	11	0.004	2127	1391
7	10	0.004	3130	2033
7	10	0.004	1507	1340
7	15	0.005	2729	1748
7	11	0.004	823	823
7	11	0.004	1695	1071
7	14	0.005	1567	1539
7	10	0.004	1691	1061
7	8	0.003	998	998
7	9	0.004	3355	1942
7	11	0.004	2271	2260
7	10	0.004	1438	1212
7	12	0.004	1823	1645
7	11	0.004	1925	1531
7	13	0.004	1258	911
7	11	0.004	1507	1203
7	11	0.004	1829	1332
7	11	0.004	1371	1371
7	9	0.004	3573	2286
7	10	0.004	1655	1345
7	10	0.004	1213	921
7	12	0.004	2020	1915
7	9	0.004	2160	1410
7	9	0.004	1695	1233
7	10	0.004	1740	1020
7	12	0.004	2806	1837
7	12	0.004	4139	2280
7	10	0.004	2913	2469
7	10	0.004	3155	2271
7	12	0.004	3270	2253
7	12	0.004	2056	2056
7	9	0.004	1161	827
7	10	0.003	1410	943
7	8	0.003	318	168
7	12	0.004	1848	1254
7	9	0.003	1180	1030
7	8	0.003	2080	1497
7	12	0.004	2666	2666
7	15	0.005	2105	1873
7	7	0.003	1182	1154
7	11	0.004	2449	1971
7	10	0.004	1782	1511
7	14	0.004	2158	2158
7	9	0.003	2019	1696
7	11	0.004	544	544
7	11	0.004	2512	1317
7	9	0.003	1532	1532
7	12	0.004	2150	1756
7	11	0.004	1746	1003
7	12	0.004	2882	1830
7	9	0.003	1137	1137
7	13	0.004	3325	1743
7	10	0.004	2432	2083
7	8	0.004	2188	1552
7	12	0.004	2812	1527
7	8	0.003	1023	1023
7	10	0.004	2167	1620
7	9	0.004	2025	1074
7	11	0.004	2697	2113
7	13	0.005	4044	2504
7	11	0.004	1904	1817
7	10	0.003	836	668
7	15	0.005	2006	1105
7	6	0.003	646	646
7	6	0.003	1626	1541
7	9	0.004	2172	1535
7	14	0.005	2325	1511
7	16	0.005	3282	2286
7	13	0.004	2958	2504
7	12	0.004	1275	1275
7	5	0.003	2245	1641
7	10	0.004	1102	822
7	12	0.004	753	753
7	8	0.003	2879	2230
7	7	0.003	2365	1959
7	8	0.003	1916	1057
7	10	0.004	2269	1525
7	10	0.003	2112	1361
7	8	0.003	1301	1034
7	13	0.004	3249	2183
7	15	0.005	3357	2876
7	10	0.004	2387	1583
7	14	0.004	4611	3628
7	14	0.005	2683	2429
7	13	0.005	3373	2392
7	11	0.004	2535	1699
7	9	0.003	2201	2079
7	8	0.003	3114	2128
7	9	0.004	1931	1206
7	11	0.004	1630	1120
7	13	0.004	4086	2943
7	9	0.004	1605	1398
7	11	0.004	2166	1322
7	7	0.003	2960	2074
7	10	0.004	2321	2276
7	11	0.004	3105	1840
7	12	0.004	1957	1890
7	11	0.004	2976	2169
7	13	0.005	1340	864
7	9	0.003	2783	2144
7	12	0.004	2025	1338
7	10	0.004	2845	1674
7	10	0.004	1768	1456
7	8	0.004	2929	1744
7	8	0.003	2325	1252
7	13	0.004	2509	2509
7	11	0.004	3810	2262
7	11	0.004	2613	1765
7	10	0.004	1429	1429
7	11	0.004	3150	2054
7	10	0.003	1948	1948
7	8	0.003	1034	1034
7	10	0.004	1215	1215
7	15	0.005	2444	1672
7	9	0.003	862	799
7	7	0.003	2206	1362
7	9	0.003	698	698
7	9	0.004	2564	1645
7	12	0.005	3874	2297
7	12	0.004	3763	2038
7	14	0.005	2282	1297
7	11	0.004	810	707
7	10	0.004	2285	1766
7	8	0.003	1777	1777
7	12	0.004	2194	1995
7	6	0.003	2018	1109
7	9	0.004	2194	1381
7	11	0.004	644	375
7	13	0.004	3451	2031
7	12	0.004	1857	1574
7	12	0.004	1619	1452
7	9	0.003	1671	1671
7	11	0.004	2479	1941
7	11	0.004	2652	2448
7	13	0.004	3428	2590
7	13	0.005	1413	1413
7	11	0.004	3176	1624
7	11	0.004	1665	1086
7	9	0.004	2012	1416
7	12	0.004	1532	1428
7	12	0.004	2990	1846
7	12	0.004	3780	2798
7	10	0.004	3468	1796
7	8	0.003	371	371
7	8	0.003	1165	1064
7	14	0.005	3396	2086
7	13	0.004	2745	2204
7	11	0.004	2316	2316
7	12	0.004	2132	1368
7	8	0.003	2489	1606
7	10	0.004	3510	1876
7	8	0.006	641	641
7	9	0.004	1318	1085
7	12	0.004	1955	1425
7	9	0.004	3630	2767
7	12	0.004	2264	1710
7	12	0.004	1670	1670
7	9	0.004	1330	942
7	9	0.004	2466	2001
7	14	0.005	3472	2278
7	11	0.004	3939	2575
7	10	0.004	1749	1749
7	12	0.005	2756	2254
7	10	0.004	853	853
7	12	0.005	639	639
7	7	0.006	2375	2179
7	14	0.006	3524	2442
7	12	0.006	1501	1501
7	14	0.008	3260	2604
7	10	0.005	1355	1355
7	11	0.005	2076	1673
7	9	0.007	2210	1406
7	13	0.007	2270	1703
7	12	0.007	3149	2315
7	9	0.008	1300	1136
7	9	0.005	2351	1540
7	11	0.004	2754	1827
7	8	0.004	2052	1926
7	11	0.005	1549	1549
7	8	0.003	83	83
7	8	0.003	2521	2286
7	10	0.004	2837	1873
7	10	0.004	3504	1756
7	14	0.005	1867	1867
7	11	0.004	1088	1088
7	12	0.004	2153	1172
7	10	0.004	2304	1810
7	10	0.004	2332	1700
7	8	0.003	2631	1757
7	12	0.004	2194	1394
7	6	0.003	958	665
7	7	0.003	637	637
7	10	0.004	2826	1693
7	10	0.004	1583	1058
7	8	0.003	1233	1233
7	10	0.003	1578	1532
7	13	0.004	2616	2217
7	6	0.003	1512	914
7	14	0.004	2531	1699
7	13	0.004	1818	1818
7	16	0.011	3567	2716
7	14	0.005	2775	2591
7	9	0.004	2055	1942
7	10	0.004	3223	2328
7	12	0.004	2405	1405
7	12	0.004	2173	1326
7	11	0.004	3877	2701
7	7	0.003	1546	1168
7	8	0.003	1382	1071
7	9	0.003	1575	894
7	8	0.003	1318	1318
7	10	0.004	2294	1822
7	11	0.004	2439	1551
7	13	0.004	1630	1102
7	8	0.003	878	616
7	15	0.005	3281	2445
7	7	0.003	1067	1067
7	11	0.004	1366	1147
7	12	0.004	2010	1241
7	13	0.004	2958	2921
7	12	0.004	2718	2101
7	6	0.003	714	455
7	10	0.004	2825	2049
7	8	0.004	1604	1175
7	12	0.004	2492	1926
7	12	0.004	787	573
7	7	0.003	1908	1642
7	9	0.004	2827	1445
7	12	0.005	3491	1882
7	11	0.004	1504	1504
7	11	0.004	1604	1457
7	11	0.004	2354	2354
7	13	0.004	2023	2023
7	15	0.004	1787	1710
7	12	0.005	1592	1151
7	11	0.004	3715	2356
7	9	0.003	1582	1033
7	11	0.004	1647	1402
7	9	0.003	1676	1676
7	7	0.003	2442	1991
7	11	0.004	3032	2034
7	7	0.003	2028	1576
7	14	0.004	1131	1131
7	15	0.004	3484	3025
7	12	0.005	3225	1992
7	10	0.004	684	684
7	8	0.003	1204	1204
7	8	0.003	2714	1623
7	12	0.004	1159	818
7	14	0.005	2981	2352
7	11	0.005	2405	1591
7	10	0.004	1511	1511
7	11	0.004	3019	1903
7	12	0.007	3987	2640
7	9	0.003	1782	1315
7	12	0.004	2264	1752
7	10	0.003	2371	1757
7	13	0.005	1461	980
7	10	0.004	2063	1704
7	7	0.004	2143	1407
7	10	0.004	2472	1628
7	9	0.004	750	750
7	8	0.003	1586	1586
7	10	0.004	1247	1243
7	15	0.005	2484	1745
7	12	0.004	3936	2796
7	10	0.004	1409	1409
7	11	0.004	2102	1605
7	9	0.004	2702	1875
7	11	0.004	1793	1190
7	8	0.004	2587	1935
7	10	0.004	2825	2076
7	9	0.003	1075	739
7	9	0.004	2813	1761
7	11	0.004	2787	2787
7	9	0.004	1432	963
7	11	0.004	1175	1175
7	13	0.004	2411	1974
7	8	0.003	2366	1645
7	11	0.004	2282	1509
7	8	0.003	2037	1419
7	10	0.004	1983	1624
7	9	0.004	2781	1709
7	12	0.004	2623	2558
7	9	0.005	1513	1259
7	9	0.007	1432	1141
7	7	0.006	1795	1795
7	7	0.005	644	644
7	17	0.006	3278	2800
7	7	0.004	46	46
7	9	0.005	1521	1521
7	11	0.004	860	860
7	12	0.004	1285	1285
7	12	0.004	2067	1445
7	9	0.003	1310	1310
7	12	0.004	2519	2005
7	5	0.003	731	731
7	8	0.003	949	769
7	9	0.003	2397	1820
7	9	0.004	2657	1820
7	12	0.004	2599	1886
7	13	0.004	1510	1510
7	14	0.006	2155	1643
7	10	0.004	1120	873
7	12	0.004	2776	1695
7	12	0.004	2150	2081
7	9	0.004	1648	941
7	10	0.004	3192	2365
7	12	0.004	3064	2425
7	9	0.003	1842	1053
7	15	0.005	1954	1627
7	7	0.003	1314	899
7	12	0.004	1432	1432
7	10	0.004	3288	2396
7	8	0.003	2624	1841
7	13	0.004	2619	2004
7	8	0.004	3574	1967
7	9	0.004	3703	1927
7	9	0.004	2798	2255
7	9	0.003	1597	1288
7	8	0.004	1134	1134
7	11	0.004	3532	2175
7	8	0.003	1101	814
7	8	0.003	2898	2184
7	10	0.003	1378	1022
7	10	0.004	2315	1684
7	12	0.004	2058	1800
7	11	0.004	2404	1721
7	12	0.004	2209	1820
7	8	0.003	771	771
7	9	0.003	1943	1445
7	10	0.004	1905	1329
